보고연도,보고국가,원조기관,사업구분,수원국코드,사업실시기관,채널코드,양자_다자,자금구분코드,자금형태코드,원조유형,사업명,사업분야,지역명,사업설명,지속가능개발목표(SDGs),성평등,환경지원,참여형개발_지배구조개선_민주화_인권,무역개발,재난위험경감,장애인권리,영양,모자보건,생물다양성,기후변화완화,기후변화적응,사막화,기술협력,프로그램원조,프로젝트원조코드,혼합신용,통화,약정액,지출액,증여등가액,회수액,비구속성금액,부분구속성금액,구속성금액,투자관련기술협력금액,프로젝트원조 전문가 파견 비용(약정액),프로젝트원조 전문가 파견 비용(지출액),수출신용금액,레버리징 메카니즘,민간재원 동원금액,동원된 자금출처,상환방식,연간상환횟수,이자율,제2이자율,최초상환일,최종상환일,이자수취액,차관잔액,연체원금,연체이자,차년도상환원금,차년도지불이자,자료제출기관
2019,742,4,8,769,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,764,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,640,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,SOUTH & CENTR. ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,755,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,635,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,SOUTH & CENTR. ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,753,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,745,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,728,KOICA,11000,1,10,110,D02,Training and Development Program for Korean Language and Culture Experts,11120:100,FAR EAST ASIA,"Curriculum for strengthening Korean language teaching skills, improving Korean language skills and expanding understanding of Korean society and culture",4,1,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,755,KOICA,11000,1,10,110,D02,Comprehensive Immigration Service Management (Philippines),15110:100,FAR EAST ASIA,"Comparing and analyzing the current state of immigration administration in Korea and the Philippines, completing guidelines to enhance immigration administration capacity in the Philippines",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,72,68,0,0,0,0,72,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,755,KOICA,11000,1,10,110,D02,Training on Quality Control Techniques and Data Assimilation for Numerical weather prediction (Philippines),15110:100,FAR EAST ASIA,"Numerical forecast materials Check the basic abilities of quality control and data assimilation, and set directions for improvement",2.2,0,0,0,0,1,,,0,0,0,0,0,1,,,,302,81,76,0,0,0,0,81,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,454,KOICA,11000,1,10,110,D02,Capacity building for Green Investments and Businesses (Peru),15110:100,SOUTH AMERICA,"Promote cooperative relations with environmental recipients and green growth with recipient countries Promoting green infrastructure and biodiversity, promoting investment, developing policies and strengthening human capacity, effectively conserving environmental ecosystems, and seeking sustainable development through green investment projects",13,0,1,0,0,0,,,0,1,1,1,0,1,,,,302,140,132,0,0,0,0,140,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,454,KOICA,11000,1,10,110,D02,Transfer of INNOBIZ Certification System to discover and foster technology innovative SMEs (Peru),15110:100,SOUTH AMERICA,Deep learning and developing indicator and support system regarding certification system exclusively designed for Peru,9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,181,171,0,0,0,0,181,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,665,KOICA,11000,1,10,110,D02,Training Program on Renewable Energy Technologies (Pakistan),23210:100,SOUTH & CENTR. ASIA,"Training and capacity building on renewable energy policy, recent technologies, know-how of infrastructure construction and operation management, to improve social and economic growth of partner countries, Providing invitational training courese amis to share knowledge among developing countries and Korea",13,0,2,0,0,0,,,0,0,1,0,0,1,,,,302,98,93,0,0,0,0,98,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,451,KOICA,11000,1,10,110,D02,Capacity Development Program for Planning and Strategic Management for the Advanced Traffic Management System (Paraguay),21010:100,SOUTH AMERICA,"Enhance the knowledge, skills and ability of participants through sharing experiences and skills related to road and traffic management in large cities in Korea",11.0; 9.0,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,140,132,0,0,0,0,140,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,139,KOICA,11000,1,10,110,D02,E-training skills development program(Tunisia),15110:100,NORTH OF SAHARA,"E-training skills development program(Tunisia) , to improve social and economic growth of partner countries, Providing invitational training courese amis to share knowledge among developing countries and Korea",16,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,120,113,0,0,0,0,120,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,437,KOICA,11000,1,10,110,D02,Sustainable cities and urban development policy (Colombia),15110:100,SOUTH AMERICA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,158,149,0,0,0,0,158,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,247,KOICA,11000,1,10,110,D02,Capacity Building for Efficient and Sustainable Reforestation (Cote d`Ivoire),31281:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",15,0,2,0,0,1,,,0,1,1,0,1,1,,,,302,94,89,0,0,0,0,94,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,728,KOICA,11000,1,10,110,D02,Capacity Building for Civil Servants of the Royal School of Administration (Cambodia),15110:100,FAR EAST ASIA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,1,0,2,0,0,,,0,0,0,0,0,1,,,,302,95,90,0,0,0,0,95,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,617,KOICA,11000,1,10,110,D02,Capacity building for Immigration Service Management,15110:100,SOUTH & CENTR. ASIA,Korea`s immigration system and policies applicable to the immigration service environment of the partner country are specified through the Action Plan.,16,0,0,2,0,0,,,0,0,0,0,0,1,,,,302,18,18,0,0,0,0,18,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,615,KOICA,11000,1,10,110,D02,Capacity building for Immigration Service Management,15110:100,SOUTH & CENTR. ASIA,Korea`s immigration system and policies applicable to the immigration service environment of the partner country are specified through the Action Plan.,16,0,0,2,0,0,,,0,0,0,0,0,1,,,,302,30,30,0,0,0,0,30,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,614,KOICA,11000,1,10,110,D02,Capacity building for Immigration Service Management,15110:100,SOUTH & CENTR. ASIA,Korea`s immigration system and policies applicable to the immigration service environment of the partner country are specified through the Action Plan.,16,0,0,2,0,0,,,0,0,0,0,0,1,,,,302,30,30,0,0,0,0,30,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,611,KOICA,11000,1,10,110,D02,Capacity building for Immigration Service Management,15110:100,SOUTH & CENTR. ASIA,Korea`s immigration system and policies applicable to the immigration service environment of the partner country are specified through the Action Plan.,16,0,0,2,0,0,,,0,0,0,0,0,1,,,,302,30,30,0,0,0,0,30,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,347,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,CENTRAL AMERICA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,440,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH AMERICA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,340,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,CARIBBEAN,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,428,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH AMERICA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,282,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,13,13,0,0,0,0,13,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,269,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,266,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,261,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,13,13,0,0,0,0,13,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,241,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,26,26,0,0,0,0,26,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,240,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,229,KOICA,11000,1,10,110,D02,Youth Movement Operation &#38; Youth Worker Training Enhancement Program,16010:100,SOUTH OF SAHARA,"To Increase capacities for planning and implementing various strategic youth policies, movement and activities",4,0,0,1,0,0,,,0,0,0,0,0,1,,,,302,7,7,0,0,0,0,7,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,63,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,EUROPE,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,428,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,SOUTH AMERICA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,282,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,40,40,0,0,0,0,40,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,259,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,136,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,NORTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,142,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,NORTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,130,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,NORTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,738,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,FAR EAST ASIA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,666,KOICA,11000,1,10,110,D02,Capacity Building for Rail Infrastructure Specialist,21010:100,SOUTH & CENTR. ASIA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",9,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,20,20,0,0,0,0,20,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,454,KOICA,11000,1,10,110,D02,Fostering Faculties of Creative Invention Education,11130:100,SOUTH AMERICA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",4,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,29,29,0,0,0,0,29,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,440,KOICA,11000,1,10,110,D02,Fostering Faculties of Creative Invention Education,11130:100,SOUTH AMERICA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",4,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,22,22,0,0,0,0,22,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,269,KOICA,11000,1,10,110,D02,Fostering Faculties of Creative Invention Education,11130:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",4,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,14,14,0,0,0,0,14,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,543,KOICA,11000,1,10,110,D02,Fostering Faculties of Creative Invention Education,11130:100,MIDDLE EAST ASIA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",4,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,22,22,0,0,0,0,22,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,617,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,SOUTH & CENTR. ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,614,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,SOUTH & CENTR. ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,340,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,CARIBBEAN,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,336,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,CENTRAL AMERICA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,437,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,SOUTH AMERICA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,142,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,NORTH OF SAHARA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,549,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,MIDDLE EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,769,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,FAR EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,764,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,FAR EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,640,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,SOUTH & CENTR. ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,635,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,SOUTH & CENTR. ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,745,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,FAR EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,32,32,0,0,0,0,32,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,738,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,FAR EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,728,KOICA,11000,1,10,110,D02,Training Course for the New Generation of Korean Language,11120:100,FAR EAST ASIA,"Expanding the foundation of Korean language education, spreading Korean culture, and facilitating exchanges with participating countries",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,16,16,0,0,0,0,16,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,235,KOICA,11000,1,10,110,D02,Global Workshop for Capacity Building of TVET and Qualification Experts in Sub-Saharan Africa,11330:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,26,26,0,0,0,0,26,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,282,KOICA,11000,1,10,110,D02,Global Workshop for Capacity Building of TVET and Qualification Experts in Sub-Saharan Africa,11330:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,35,35,0,0,0,0,35,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,259,KOICA,11000,1,10,110,D02,Global Workshop for Capacity Building of TVET and Qualification Experts in Sub-Saharan Africa,11330:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,35,35,0,0,0,0,35,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,252,KOICA,11000,1,10,110,D02,Global Workshop for Capacity Building of TVET and Qualification Experts in Sub-Saharan Africa,11330:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,26,26,0,0,0,0,26,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,241,KOICA,11000,1,10,110,D02,Global Workshop for Capacity Building of TVET and Qualification Experts in Sub-Saharan Africa,11330:100,SOUTH OF SAHARA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,26,26,0,0,0,0,26,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,342,KOICA,11000,1,10,110,D02,Training Course on Intellectual Property Right,15110:100,CENTRAL AMERICA,"Workshop on enhancing capacity of policy makers by providing the capacity building program, Providing invitational training courese amis to share knowledge among developing countries and Korea",2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,17,17,0,0,0,0,17,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
