발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2020,2020-03-25 15,주,수,1,1,1,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,956181,1890857,127.0074229,37.01520057
2020,2020-03-25 20,야,수,1,0,0,0,0,전남,목포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,899955,1644594,126.4064333,34.79098249
2020,2020-03-25 20,야,수,1,0,0,0,0,경북,칠곡군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1083025,1781323,128.4214748,36.02521648
2020,2020-03-25 22,야,수,1,0,0,0,0,경기,화성시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,951535,1907871,126.9540994,37.16833449
2020,2020-03-26 02,야,목,1,0,0,0,0,경북,포항시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1172099,1775923,129.4085473,35.96489026
2020,2020-03-26 09,주,목,1,0,0,0,0,경기,수원시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,이륜차,956399,1918560,127.0082597,37.26492236
2020,2020-03-26 09,주,목,1,0,0,0,0,전북,익산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,946207.2,1774384.9,126.9034176,35.96472042
2020,2020-03-26 12,주,목,1,0,0,0,0,대전,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,992475,1813592,127.4161677,36.31965451
2020,2020-03-26 19,야,목,1,1,1,0,0,전북,임실군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,특수차,승용차,983082,1737394,127.3131515,35.63253938
2020,2020-03-26 20,야,목,1,0,0,0,0,경남,합천군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,화물차,보행자,1060209,1744416,128.1654767,35.6941583
2020,2020-03-26 21,야,목,1,0,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,958546.7,1953101,127.0305415,37.5763553
2020,2020-03-27 06,주,금,1,0,0,0,0,울산,동구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1172581,1725209,129.4029814,35.50780481
2020,2020-03-27 09,주,금,1,0,0,0,0,전남,고흥군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,이륜차,985539,1641443,127.3419722,34.76737785
2020,2020-03-27 10,주,금,1,0,0,0,0,충남,홍성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,921006,1833697,126.6179668,36.4976765
2020,2020-03-27 11,주,금,1,1,0,1,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승합차,보행자,968694,1867314,127.1490543,36.80347506
2020,2020-03-27 13,주,금,1,2,2,0,0,경남,합천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,1058405,1716538,128.1435256,35.44291826
2020,2020-03-27 20,야,금,1,0,0,0,0,충남,서천군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,923726,1786323,126.6529625,36.07084321
2020,2020-03-27 22,야,금,1,1,0,1,0,경남,김해시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1128877,1694645,128.9164062,35.23893688
2020,2020-03-27 23,야,금,1,0,0,0,0,부산,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,1138754.4,1677745.4,129.0220884,35.08528491
2020,2020-03-28 08,주,토,1,0,0,0,0,경기,평택시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,953984,1892147,126.9826481,37.0267236
2020,2020-03-28 12,주,토,1,8,0,5,3,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,964885.7,1918068.1,127.1039952,37.26084732
2020,2020-03-28 13,주,토,1,1,0,1,0,충남,천안시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,967237,1867765,127.132702,36.8074913
2020,2020-03-28 15,주,토,1,0,0,0,0,서울,강남구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,959690,1945762,127.0438922,37.51025737
2020,2020-03-28 17,주,토,1,0,0,0,0,충북,청주시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,996623,1836737,127.4622777,36.52833715
2020,2020-03-28 18,야,토,1,0,0,0,0,경기,용인시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,974810,1919539,127.2158661,37.27442732
2020,2020-03-28 20,야,토,1,2,2,0,0,충남,예산군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,화물차,화물차,925360,1855891,126.6644234,36.69808452
2020,2020-03-28 23,야,토,1,0,0,0,0,경기,안산시,차대차,기타,기타,기타,교차로,교차로내,자전거,화물차,940312,1922216,126.8265438,37.29698271
2020,2020-03-29 00,야,일,1,2,0,2,0,대전,동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,994243,1815909,127.435847,36.34055548
2020,2020-03-29 03,야,일,1,0,0,0,0,서울,중구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,954277,1951705,126.982276,37.56357069
2020,2020-03-29 10,주,일,1,1,0,1,0,경기,하남시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,화물차,974797,1948510,127.2147311,37.53556288
2020,2020-03-29 10,주,일,1,0,0,0,0,전남,광양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1018829,1676904,127.7065604,35.0870758
2020,2020-03-29 12,주,일,1,0,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,이륜차,951335,1992431,126.9462366,37.93047799
2020,2020-03-29 13,주,일,1,1,0,1,0,경기,용인시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,964806,1926100,127.1027158,37.33324193
2020,2020-03-29 16,주,일,1,0,0,0,0,전남,보성군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,971307,1657363,127.1859035,34.91063599
2020,2020-03-29 16,주,일,1,2,0,2,0,경북,청도군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,지하차도(도로)내,이륜차,승용차,1130093,1751585,128.9388913,35.75202942
2020,2020-03-29 20,야,일,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949323.3,1772004.6,126.9381267,35.94342746
2020,2020-03-29 20,야,일,1,0,0,0,0,경남,김해시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,승용차,승용차,1129968,1702320,128.9296088,35.30798013
2020,2020-03-29 21,야,일,1,0,0,0,0,서울,용산구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,953176.4,1950116.5,126.9699158,37.54919793
2020,2020-03-30 02,야,월,1,1,1,0,0,대구,북구,차대차,정면충돌,정면충돌,과속,단일로,기타단일로,승용차,화물차,1097181,1772705,128.5775088,35.94622062
2020,2020-03-30 09,주,월,2,1,0,1,0,전남,영광군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,건설기계,907427,1708727,126.4809303,35.36990561
2020,2020-03-30 10,주,월,1,0,0,0,0,경기,여주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1012541,1918063.3,127.6414336,37.26138184
2020,2020-03-30 12,주,월,1,1,0,1,0,전북,군산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,화물차,921950,1775177,126.6343414,35.97022236
2020,2020-03-30 13,주,월,1,1,0,0,1,강원,영월군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,1071957.9,1909371.9,128.3106445,37.18034812
2020,2020-03-30 19,야,월,1,0,0,0,0,경기,이천시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,999326,1916900,127.4923999,37.25098004
2020,2020-03-30 19,야,월,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,969161,1756823,127.1586584,35.80737865
2020,2020-03-30 22,야,월,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,940025,1911729,126.8241506,37.20244051
2020,2020-03-31 01,야,화,1,0,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승용차,이륜차,909992,1501508,126.5309774,33.50165652
2020,2020-03-31 04,야,화,1,0,0,0,0,서울,관악구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,자전거,947638,1942890.8,126.9077341,37.48377343
2020,2020-03-31 04,야,화,1,1,0,1,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,971126.6,1871682.1,127.1761579,36.84292888
2020,2020-03-31 09,주,화,1,0,0,0,0,전남,담양군,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,이륜차,건설기계,952962,1690367,126.9832185,35.20754775
2020,2020-03-31 12,주,화,1,0,0,0,0,서울,중구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,개인형이동수단(PM),957336,1952382,127.0168727,37.56981946
2020,2020-03-31 20,야,화,1,0,0,0,0,충남,금산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,998783,1796424,127.4864687,36.16490369
2020,2020-03-31 23,야,화,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,1109679,1690364,128.7048877,35.20262838
2020,2020-04-01 04,야,수,1,0,0,0,0,부산,부산진구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,1139692,1685391,129.0336617,35.15407303
2020,2020-04-01 06,주,수,1,0,0,0,0,부산,서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,화물차,1138935,1678396,129.024178,35.09112461
2020,2020-04-01 06,주,수,1,0,0,0,0,충남,공주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,교량위,이륜차,없음,962512,1827097,127.081718,36.4407037
2020,2020-04-01 09,주,수,1,0,0,0,0,경기,하남시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,972039,1948944,127.1834976,37.53939519
2020,2020-04-01 10,주,수,1,0,0,0,0,울산,울주군,차량단독,기타,기타,기타,단일로,기타단일로,승용차,없음,1161619,1710727,129.2792863,35.37913299
2020,2020-04-01 13,주,수,1,0,0,0,0,경기,파주시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,945765,1985783,126.8833584,37.87024738
2020,2020-04-01 16,주,수,1,0,0,0,0,충북,음성군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,농기계,없음,1014530,1876122,127.6630534,36.88328218
2020,2020-04-01 23,야,수,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,998033,1848014,127.4779991,36.63000402
2020,2020-04-02 05,야,목,1,0,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,965217,1948137,127.1063163,37.53188917
2020,2020-04-02 07,주,목,1,0,0,0,0,대구,달성군,차량단독,도로이탈,도로이탈 추락,기타,단일로,기타단일로,승용차,없음,1089359,1753470,128.4886377,35.77356802
2020,2020-04-02 14,주,목,1,0,0,0,0,전남,영광군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,908314,1692646,126.4924919,35.22500774
2020,2020-04-02 14,주,목,1,3,1,2,0,경북,칠곡군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,건설기계,1094770,1775648,128.5511321,35.97298723
2020,2020-04-02 16,주,목,1,0,0,0,0,전북,익산시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,964235,1780187,127.1030853,36.01785803
2020,2020-04-02 19,야,목,1,1,1,0,0,충북,충주시,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,농기계,1032846,1896926,127.8694955,37.07035546
2020,2020-04-02 21,야,목,1,0,0,0,0,경남,양산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1147485,1705495,129.1227975,35.33416655
2020,2020-04-03 09,주,금,1,2,0,2,0,경기,과천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,955886,1936810,127.0013876,37.42939564
2020,2020-04-03 10,주,금,1,0,0,0,0,부산,사상구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1133836,1684382,128.969225,35.14577436
2020,2020-04-03 11,주,금,1,0,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,908973.4,1502766.4,126.5198847,33.51291893
2020,2020-04-03 19,야,금,1,0,0,0,0,충남,아산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,954353,1852441,126.9891832,36.6688198
2020,2020-04-04 03,야,토,1,0,0,0,0,경남,김해시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1125527,1693978,128.8794963,35.23334946
2020,2020-04-04 04,야,토,1,0,0,0,0,인천,연수구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,925248,1929015,126.6559075,37.35717268
2020,2020-04-04 12,주,토,1,0,0,0,0,충남,홍성군,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,925236,1846410,126.6639599,36.61261313
2020,2020-04-04 14,주,토,1,0,0,0,0,충북,보은군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,1020687,1832079,127.7309557,36.48612691
2020,2020-04-04 15,주,토,1,0,0,0,0,전남,완도군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,954555,1595989,127.005821,34.35657464
2020,2020-04-04 16,주,토,1,0,0,0,0,경기,양평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,986582,1948691,127.3481198,37.53744123
2020,2020-04-04 20,야,토,1,0,0,0,0,서울,강남구,차대차,기타,기타,기타,기타,기타,승용차,이륜차,960123.8,1947016.7,127.0487324,37.52158529
2020,2020-04-05 00,야,일,1,0,0,0,0,경기,성남시,차대차,기타,기타,과속,교차로,교차로내,승용차,자전거,965011,1929493,127.1048696,37.3638331
2020,2020-04-05 02,야,일,1,0,0,0,0,경북,안동시,차대차,기타,기타,과속,단일로,기타단일로,승용차,승용차,1105217,1842509,128.6759881,36.57457747
2020,2020-04-05 05,야,일,1,0,0,0,0,강원,철원군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,984620.5,2020121.8,127.3243966,38.18122166
2020,2020-04-05 11,주,일,1,1,1,0,0,충북,제천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,1043904,1902851,127.9942336,37.12331038
2020,2020-04-05 11,주,일,1,0,0,0,0,전북,익산시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,949215.2,1770059.8,126.9370526,35.92588829
2020,2020-04-05 13,주,일,1,0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,975968,1913410,127.2291256,37.21921144
2020,2020-04-05 15,주,일,1,5,2,3,0,서울,강서구,차대차,측면충돌,측면충돌,기타,교차로,교차로내,화물차,승합차,940808.8,1951251.4,126.8298199,37.55871521
2020,2020-04-05 15,주,일,1,0,0,0,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1108099,1775043,128.6988597,35.96614777
2020,2020-04-05 19,야,일,1,0,0,0,0,강원,속초시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,이륜차,1095018,2021362,128.5849957,38.18751719
2020,2020-04-05 20,야,일,1,0,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,936583,1984854,126.7790494,37.86128183
2020,2020-04-06 05,야,월,1,0,0,0,0,경기,의왕시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,953497,1927972,126.974942,37.34961773
2020,2020-04-06 07,주,월,1,1,1,0,0,울산,울주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,1160447,1714562,129.2671433,35.41388541
2020,2020-04-06 09,주,월,1,0,0,0,0,경북,봉화군,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,이륜차,1122471,1874834,128.8739654,36.86384099
2020,2020-04-06 16,주,월,1,0,0,0,0,대전,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,990677,1814327,127.3961283,36.32626513
2020,2020-04-07 01,야,화,1,0,0,0,0,충남,당진시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,919705,1876515,126.5989494,36.88352059
2020,2020-04-07 02,야,화,1,0,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,984622,1910124,127.3267355,37.18977409
2020,2020-04-07 04,야,화,1,0,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,949188.4,1943555.3,126.9252239,37.48984933
2020,2020-04-07 05,야,화,1,0,0,0,0,서울,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963193.7,1949632.2,127.0833416,37.5452874
2020,2020-04-07 07,주,화,1,0,0,0,0,강원,화천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1002488.4,2020570.3,127.5284142,38.18539169
2020,2020-04-07 11,주,화,1,0,0,0,0,경북,울진군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1166949,1880208,129.373924,36.90544582
2020,2020-04-07 16,주,화,1,1,0,1,0,경북,경산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1115052,1763993,128.7743557,35.86574986
2020,2020-04-07 22,야,화,1,0,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,942166,1931233,126.8467576,37.37837307
2020,2020-04-08 00,야,수,1,1,1,0,0,울산,북구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1169602,1730985,129.3713578,35.56037071
2020,2020-04-08 01,야,수,1,0,0,0,0,대전,동구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,994814,1816242,127.4422077,36.34356086
2020,2020-04-08 06,주,수,1,0,0,0,0,대전,서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,승합차,987148,1812091,127.3568471,36.30606598
2020,2020-04-08 11,주,수,1,0,0,0,0,충남,서산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,904907,1874665,126.433146,36.86547141
2020,2020-04-08 12,주,수,1,0,0,0,0,경남,거창군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,승합차,원동기장치자전거,1033744,1744081,127.8729586,35.69239955
2020,2020-04-08 14,주,수,1,0,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,945366.2,1495547.5,126.9121547,33.45029077
2020,2020-04-08 19,야,수,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승합차,보행자,998680,1852234,127.4852285,36.66804828
2020,2020-04-08 19,야,수,1,0,0,0,0,경북,영주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1098977,1868493,128.6096176,36.80944421
2020,2020-04-08 20,야,수,1,0,0,0,0,경남,양산시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,기타,1151160,1713444,129.1646899,35.40526201
2020,2020-04-09 12,주,목,1,4,0,4,0,경기,시흥시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,931180,1926333,126.7231343,37.33345862
2020,2020-04-09 13,주,목,1,0,0,0,0,경기,광주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,988062,1927954,127.3652078,37.35054392
2020,2020-04-09 14,주,목,1,2,2,0,0,경기,평택시,차대사람,기타,기타,과속,단일로,기타단일로,이륜차,보행자,948360,1890048,126.9195649,37.00751084
2020,2020-04-09 14,주,목,1,0,0,0,0,전북,정읍시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,943822,1729336,126.880125,35.55843544
2020,2020-04-09 15,주,목,1,2,0,2,0,대구,동구,차대차,기타,기타,기타,단일로,기타단일로,화물차,승용차,1103834,1769426,128.6508335,35.91597816
2020,2020-04-09 19,야,목,1,1,1,0,0,경기,광주시,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,977832,1941449,127.2492964,37.47199602
2020,2020-04-09 23,야,목,1,1,1,0,0,대구,북구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,1093733,1770118,128.5389791,35.92323705
2020,2020-04-10 05,야,금,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,964849,1919256,127.1035252,37.27155343
2020,2020-04-10 11,주,금,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,952268.2,1948793.9,126.9597206,37.53723047
2020,2020-04-10 11,주,금,1,0,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,936375,1961513,126.7787302,37.65090525
2020,2020-04-10 18,야,금,1,0,0,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,947792,1862723,126.9150628,36.76116826
2020,2020-04-10 20,야,금,1,0,0,0,0,경기,여주시,차대차,기타,기타,과속,단일로,기타단일로,승용차,승용차,1013492,1920267,127.6521986,37.28123265
2020,2020-04-10 20,야,금,1,0,0,0,0,경북,성주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,1066682,1768253,128.2390041,35.90864385
2020,2020-04-10 21,야,금,1,0,0,0,0,충북,진천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,995439,1872668,127.4488379,36.85224649
2020,2020-04-10 23,야,금,1,0,0,0,0,울산,중구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,1164529,1731404,129.315494,35.56500247
2020,2020-04-11 16,주,토,1,0,0,0,0,대구,동구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,1103529,1766580,128.6470834,35.89035588
2020,2020-04-11 17,주,토,1,2,0,2,0,경북,포항시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,사륜오토바이(ATV),승용차,1180261,1767609,129.4971286,35.88850307
2020,2020-04-11 23,야,토,1,0,0,0,0,경남,거제시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1101176,1659486,128.607726,34.92513655
2020,2020-04-12 00,야,일,1,0,0,0,0,부산,해운대구,차대차,측면충돌,측면충돌,과속,교차로,교차로부근,승용차,개인형이동수단(PM),1151206,1686719,129.1602703,35.16437702
2020,2020-04-12 00,야,일,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,과속,교차로,교차로부근,승용차,보행자,1097747,1689891,128.5737733,35.19959734
2020,2020-04-12 05,야,일,1,0,0,0,0,충남,서산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,905447,1882174,126.4382661,36.93320449
2020,2020-04-12 05,야,일,1,0,0,0,0,제주,서귀포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,914565,1474281.8,126.5827861,33.25648779
2020,2020-04-12 05,야,일,1,0,0,0,0,광주,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,944991,1686330,126.8959189,35.17074209
2020,2020-04-12 07,주,일,2,0,0,0,0,전북,정읍시,차량단독,공작물충돌,공작물충돌,과속,교차로,교차로부근,승용차,없음,943804.4,1728310.7,126.880002,35.54919025
2020,2020-04-12 11,주,일,1,0,0,0,0,인천,중구,차량단독,전도,전도,안전운전 의무 불이행,단일로,터널안,승용차,없음,923451,1941664,126.6343068,37.47102865
2020,2020-04-12 17,주,일,1,1,0,1,0,경북,구미시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,이륜차,승용차,1076957.5,1787370.7,128.3547294,36.08023416
2020,2020-04-12 21,야,일,1,0,0,0,0,전남,광양시,차대사람,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,보행자,1017104,1658856,127.6872654,34.9243608
2020,2020-04-12 22,야,일,1,3,0,3,0,경북,구미시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1076343,1794780,128.3486234,36.14707586
2020,2020-04-13 09,주,월,1,2,1,1,0,전북,진안군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,986130.9,1755292.3,127.3465154,35.79396411
2020,2020-04-13 11,주,월,1,0,0,0,0,대구,달서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1093053,1762841,128.5305923,35.85770246
2020,2020-04-13 12,주,월,1,0,0,0,0,전남,진도군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,농기계,없음,879080,1610511,126.183169,34.48144062
2020,2020-04-13 20,야,월,1,0,0,0,0,경기,남양주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,975175,1953086,127.2188547,37.57681879
2020,2020-04-14 00,야,화,1,0,0,0,0,부산,동래구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1144291,1690719,129.0850688,35.20144855
2020,2020-04-14 01,야,화,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,941772.2,1944155.4,126.8412898,37.49482017
2020,2020-04-14 09,주,화,1,0,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,913204.5,1474348,126.5681753,33.25697625
