번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
69,가축분뇨배출시설관리업(사업장),09_30_02_P,3820000,3.82E+17,2002.6.28,,1,영업/정상,11,영업,,,,,,,,경기도 의정부시 의정부동 562-7,"경기도 의정부시 범골로158번길 46, 204호 (의정부동)",11653,서울정화조,2022.11.22 14:06,U,2022.11.24 2:40,,203709.6853,470153.7183,분뇨등관련영업관리,,,,,0,,0
70,가축분뇨배출시설관리업(사업장),09_30_02_P,4540000,4.54E+17,2014.9.5,,1,영업/정상,11,영업,,,,,041-736-1055,,,충청남도 논산시 내동 363-7,충청남도 논산시 시민로 227 (내동),320-030,좋은환경(주),2020.12.18 10:34,U,2020.12.20 2:40,,208585.2327,298503.1259,분뇨등관련영업관리,,,,,,,
71,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2013.11.15,,1,영업/정상,11,영업,,,,,031-389-0114,,431-065,경기도 안양시 동안구 관양동 1608-4 동아프라자 7층,경기도 안양시 동안구 부림로 121 (관양동),431-065,(주)이산,2023.4.27 16:42,U,2023.4.29 2:40,,196784.0592,432448.7266,분뇨등관련영업관리,,,,,0,,0
72,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2016.9.19,,1,영업/정상,11,영업,,,,,031-8091-2053,,,경기도 안양시 만안구 석수동 859 9층,"경기도 안양시 만안구 일직로 88, 9층 (석수동)",13901,환경시설관리주식회사,2022.1.21 16:32,U,2022.1.23 2:40,"하수, 폐수 및 분뇨 처리업",,,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,0,,0
73,가축분뇨배출시설관리업(사업장),09_30_02_P,5080000,5.08E+17,2020.2.25,,1,영업/정상,11,영업,,,,,054-463-8010,,,경상북도 구미시 공단동 193-8 지식산업센터 제2층 206호,"경상북도 구미시 수출대로 152, 지식산업센터 2층 206호 (공단동)",39367,(주)보람엔지니어링건축사사무소,2023.7.24 10:40,U,2023.7.26 2:40,축산 관련 서비스업,324275.6536,290882.0902,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
74,가축분뇨배출시설관리업(사업장),09_30_02_P,4780000,4.78E+17,2020.2.26,,1,영업/정상,11,영업,,,,,7049094839,,,전라북도 고창군 고창읍 석정리 783,"전라북도 고창군 고창읍 석정2로 160, 405호",56451,주식회사 서영기술,2022.10.21 8:57,U,2022.10.23 2:40,축산분뇨 처리업,176215.2718,214587.9097,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
75,가축분뇨배출시설관리업(사업장),09_30_02_P,5700000,5.7E+17,2001.2.12,,1,영업/정상,11,영업,,,,,318851122,,,경기도 여주시 창동 228,"경기도 여주시 영릉로 72, B동 2층 (창동)",12626,유진환경건설(주),2023.5.1 10:49,U,2023.5.3 2:40,축산분뇨 처리업,255794.578,421424.0568,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
76,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2020.3.6,,1,영업/정상,11,영업,,,,,432767221,,,"충청북도 청주시 흥덕구 운천동 1701 주성빌딩 2,3층","충청북도 청주시 흥덕구 사운로 190, 주성빌딩 2,3층 (운천동)",28469,(주)청우종합건축사사무소,2022.1.27 14:08,U,2022.1.31 2:40,건물 건설업,242706.4752,349520.0196,분뇨등관련영업관리,건물 건설업,,,,0,,0
77,가축분뇨배출시설관리업(사업장),09_30_02_P,3970000,3.97E+17,2023.4.19,,1,영업/정상,11,영업,,,,,02-6333-3045,,,경기도 과천시 갈현동 427-1 과천 스마트케이 업무시설,"경기도 과천시 과천대로7길 20, 과천 스마트케이 업무시설 B동 5~6층 (갈현동)",13840,(주)선진엔지니어링종합건축사사무소,2023.4.19 9:34,I,2023.4.21 0:20,건물 및 토목 엔지니어링 서비스업,198049.9644,434683.3699,분뇨등관련영업관리,건물 및 토목 엔지니어링 서비스업,,,,0,,0
78,가축분뇨배출시설관리업(사업장),09_30_02_P,4000000,4E+17,2023.4.19,,1,영업/정상,11,영업,,,,,,,,경기도 오산시 원동 578-4 다짐프라자 304호,"경기도 오산시 밀머리로 64, 다짐프라자 304호 (원동)",18144,미래환경기술 주식회사,2023.4.19 13:14,I,2023.4.21 0:20,환경 관련 엔지니어링 서비스업,206744.2667,403938.2288,분뇨등관련영업관리,환경 관련 엔지니어링 서비스업,,,,0,,0
79,가축분뇨배출시설관리업(사업장),09_30_02_P,5540000,5.54E+17,2023.4.11,,1,영업/정상,11,영업,,,,,02-453-6405,,,경기도 광주시 목동 143-11,경기도 광주시 염소골길 57-5 (목동),12770,주식회사 모리트,2023.4.17 10:09,U,2023.4.19 2:40,,217896.9007,430656.9927,분뇨등관련영업관리,,,,,0,,0
80,가축분뇨배출시설관리업(사업장),09_30_02_P,4500000,4.5E+17,2023.4.26,,1,영업/정상,11,영업,,,,,418580625,,,충청남도 공주시 신관동 257-18,"충청남도 공주시 번영1로 75-1, 3층 (신관동)",32575,주식회사 거미,2023.6.2 10:01,U,2023.6.4 2:40,,212120.4147,330343.89,분뇨등관련영업관리,,,,,0,,0
81,가축분뇨배출시설관리업(사업장),09_30_02_P,3940000,3.94E+17,2003.10.21,,1,영업/정상,11,영업,,,,,031-938-0641,,,경기도 고양시 일산동구 백석동 1141-1,"경기도 고양시 일산동구 일산로 138 (백석동, 일산테크노타운)",10442,(주)새롬환경기술,2015.11.10 11:48,I,2018.8.31 23:59,,181835.3583,460894.7423,분뇨등관련영업관리,,,,,,,
82,가축분뇨배출시설관리업(사업장),09_30_02_P,3940000,3.94E+17,2003.10.21,,1,영업/정상,11,영업,,,,,031-938-0641,,,경기도 고양시 일산동구 백석동 1141-1 일산테크노타운 관리동 504호,"경기도 고양시 일산동구 일산로 138, 일산테크노타운 관리동 504호 (백석동)",10442,(주)새롬환경기술,2023.2.7 17:10,U,2023.2.9 2:40,,181835.3583,460894.7423,분뇨등관련영업관리,,,,,0,,0
83,가축분뇨배출시설관리업(사업장),09_30_02_P,4080000,4.08E+17,2006.7.5,,1,영업/정상,11,영업,,,,,,,456-030,경기도 안성시 봉산동 65-1,,,주식회사 가야환경,2008.10.4 15:11,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
84,가축분뇨배출시설관리업(사업장),09_30_02_P,4470000,4.47E+17,2003.7.28,,1,영업/정상,11,영업,,,,,,,369-807,충청북도 음성군 음성읍 읍내리 618-53,충청북도 음성군 음성읍 중앙로 156,,성실환경엔지니어링(주),2010.2.2 15:50,I,2018.8.31 23:59,,261439.441,382036.5563,분뇨등관련영업관리,,,,,,,
85,가축분뇨배출시설관리업(사업장),09_30_02_P,3210000,3.21E+17,2008.1.29,,1,영업/정상,11,영업,,,,,34780431,,137-060,서울특별시 서초구 방배동 755-7 동양빌딩 3층,"서울특별시 서초구 방배로45길 30  (방배동,동양빌딩 3층)",,(주)클립스,2010.12.8 9:26,I,2018.8.31 23:59,,198688.3941,443843.5492,분뇨등관련영업관리,,,,,,,
86,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2007.11.6,,1,영업/정상,11,영업,,,,,031-726-0780,,,경기도 성남시 분당구 수내동 16-3 코포모빌딩,"경기도 성남시 분당구 황새울로200번길 34, 코포모빌딩 1202호 (수내동)",13595,㈜파이닉스알엔디,2022.8.25 8:27,U,2022.8.27 2:40,,210014.16,430569.655,분뇨등관련영업관리,,,,,0,,0
87,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2013.10.21,,1,영업/정상,11,영업,,,,,031-724-5322,,,경기도 성남시 수정구 창곡동 559-2 슈퍼스타타워,"경기도 성남시 수정구 위례서일로 10, 슈퍼스타타워 605호 (창곡동)",13647,수자원기술주식회사,2023.6.26 18:44,U,2023.6.28 2:40,종합 건설업,212053.6567,440372.7452,분뇨등관련영업관리,종합 건설업,,,,0,,0
88,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2014.1.21,,1,영업/정상,11,영업,,,,,02-767-5463,,,경기도 성남시 분당구 야탑동 219-3 투아이센터,"경기도 성남시 분당구 벌말로50번길 41, 투아이센터 4층 (야탑동)",13503,벽산엔지니어링(주),2022.11.2 18:00,U,2022.11.4 2:40,"하수, 폐수 및 분뇨 처리업",212608.2652,434433.2622,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,0,,0
89,가축분뇨배출시설관리업(사업장),09_30_02_P,5470000,5.47E+17,2017.8.16,,1,영업/정상,11,영업,,,,,055-944-2220,,670-809,경상남도 거창군 거창읍 중앙리 346-7,,,화성종합건설(주),2020.12.4 16:34,U,2020.12.6 2:40,,,,분뇨등관련영업관리,,,,,,,
90,가축분뇨배출시설관리업(사업장),09_30_02_P,5590000,5.59E+17,2014.12.11,,1,영업/정상,11,영업,,,,,318442101,,,경기도 양주시 유양동 230-2,경기도 양주시 부흥로1423번길 21 (유양동),11498,태일환경관리(주),2023.6.7 10:40,U,2023.6.9 2:40,,202838.913,475833.4684,분뇨등관련영업관리,,,,,0,,0
91,가축분뇨배출시설관리업(사업장),09_30_02_P,5590000,5.59E+17,2015.9.8,,1,영업/정상,11,영업,,,,,031-851-0207,,,,경기도 양주시 덕정12길 38 (덕정동),11450,더죤환경기술(주),2023.4.6 16:00,U,2023.5.26 8:48,,205674.3161,482237.7273,분뇨등관련영업관리,,,,,0,,0
92,가축분뇨배출시설관리업(사업장),09_30_02_P,4060000,4.06E+17,2015.12.28,,1,영업/정상,11,영업,,,,,319493223,,,경기도 파주시 탄현면 갈현리 1769,"경기도 파주시 탄현면 평화로 569, 1동 5호",10860,청록엔지니어링(주),2023.7.17 13:15,U,2023.7.19 2:40,종합 건설업,175353.6271,474474.874,분뇨등관련영업관리,종합 건설업,,,,0,,0
93,가축분뇨배출시설관리업(사업장),09_30_02_P,4060000,4.06E+17,2016.1.22,,1,영업/정상,11,영업,,,,,031-946-3695,,,경기도 파주시 금릉동 211-5,"경기도 파주시 가나무로 143 (금릉동, 파주메트로프라자)",10922,청해ENV(주),2023.7.13 16:05,U,2023.7.15 2:40,"하수, 폐수 및 분뇨 처리업",180645.3324,472458.6112,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,0,,0
94,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2014.11.4,,1,영업/정상,11,영업,,,,,2714500,,362-811,충청북도 청주시 서원구 남이면 석실리 236-16,충청북도 청주시 서원구 남이면 남석로 403,362-811,(주)푸른환경산업,2023.2.23 18:10,U,2023.2.25 2:40,축산분뇨 처리업,238229.7266,343433.8944,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
95,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2015.11.10,,1,영업/정상,11,영업,,,,,432928431,,,충청북도 청주시 흥덕구 복대동 3331,충청북도 청주시 흥덕구 대신로 66 (복대동),28583,주식회사 영진엔지니어링,2023.7.31 11:13,U,2023.8.2 2:40,"건축기술, 엔지니어링 및 관련기술 서비스업",238910.9986,348716.0393,분뇨등관련영업관리,"건축기술, 엔지니어링 및 관련기술 서비스업",,,,0,,0
96,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2009.11.11,,1,영업/정상,11,영업,,,,,438465424,,,충청북도 충주시 칠금동 420-200,충청북도 충주시 금대2길 49-4 (칠금동),27440,호암엔지니어링(주),2023.5.12 10:30,U,2023.5.15 2:40,,280049.6514,387322.287,분뇨등관련영업관리,,,,,0,,0
97,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2013.3.29,,1,영업/정상,11,영업,,,,,043-852-9900,,,충청북도 충주시 봉방동 187,충청북도 충주시 봉방천변길 36 (봉방동),27424,(주)영동환경,2022.8.29 16:49,U,2022.8.31 2:40,환경상담 및 관련 엔지니어링 서비스업,281321.8509,386408.732,분뇨등관련영업관리,환경상담 및 관련 엔지니어링 서비스업,,,,0,,0
98,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2016.12.13,,1,영업/정상,11,영업,,,,,043-287-2016,,,충청북도 청주시 청원구 내수읍 덕암리 325-13,충청북도 청주시 청원구 내수읍 도원세교로 215,28150,주식회사 한국환경기술,2021.2.24 14:27,U,2021.2.26 2:40,,248760.8748,355469.603,분뇨등관련영업관리,,,,,,,
99,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2017.3.17,,1,영업/정상,11,영업,,,,,218-0737,,,충청북도 청주시 청원구 오창읍 농소리 96-2,"충청북도 청주시 청원구 오창읍 중신길 11, 3층",28132,청수기술환경(주),2022.12.7 18:07,U,2022.12.9 2:40,,239142.779,356231.7283,분뇨등관련영업관리,,,,,0,,0
100,가축분뇨배출시설관리업(사업장),09_30_02_P,3670000,3.67E+17,2015.3.9,,1,영업/정상,11,영업,,,,,070-5050-5532,,,대전광역시 유성구 신성동 498 (주)부강테크,대전광역시 유성구 유성대로1184번길 25 (주)부강테크 (신성동),34109,(주)부강테크,2023.4.14 15:01,U,2023.4.16 2:40,,231666.6239,321449.1082,분뇨등관련영업관리,,,,,0,,0
101,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2014.3.27,,1,영업/정상,11,영업,,,,,715-9220,,361-800,충청북도 청주시 흥덕구 가경동 1454-2,충청북도 청주시 흥덕구 풍년로150번길 28 (가경동),361-800,(주)홍익기술단,2023.4.24 11:30,U,2023.4.26 2:40,,238827.03,347315.19,분뇨등관련영업관리,,,,,0,,0
102,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2010.2.19,,1,영업/정상,11,영업,,,,,043-252-2441,,360-814,충청북도 청주시 청원구 우암동 295-5,충청북도 청주시 청원구 교서로 111 (우암동),360-814,(주)건양기술공사건축사사무소,2022.11.30 10:03,U,2022.12.2 2:40,,243139.9959,349535.8267,분뇨등관련영업관리,,,,,0,,0
103,가축분뇨배출시설관리업(사업장),09_30_02_P,3220000,3.22E+17,2007.11.7,,1,영업/정상,11,영업,,,,,,,135-929,서울특별시 강남구 역삼동 789-6,,,(주)부강테크,2007.11.7 9:11,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
104,가축분뇨배출시설관리업(사업장),09_30_02_P,3220000,3.22E+17,2015.3.20,,1,영업/정상,11,영업,,,,,6323-3000,,,서울특별시 강남구 대치동 942-1,서울특별시 강남구 삼성로 438 (대치동),,(주)도화엔지니어링,2023.4.20 10:16,U,2023.4.23 2:40,부동산업,205010.8524,444887.3484,분뇨등관련영업관리,부동산업,,,,0,,0
105,가축분뇨배출시설관리업(사업장),09_30_02_P,3010000,3.01E+17,2020.4.3,,1,영업/정상,11,영업,,,,,02-6749-3018,,,서울특별시 중구 서소문동 34 서소문 한화빌딩,"서울특별시 중구 서소문로 125, 서소문 한화빌딩 6층 (서소문동)",4515,에코이앤오주식회사,2021.8.25 18:04,U,2021.8.27 2:40,,197715.3051,451272.6409,분뇨등관련영업관리,,,,,0,,0
106,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2020.4.16,,1,영업/정상,11,영업,,,,,312110877,,,경기도 용인시 기흥구 영덕동 1003,"경기도 용인시 기흥구 흥덕1로 43, 영덕레스피아 (영덕동)",16954,정하엔텍(주),2021.2.8 19:42,U,2021.2.10 2:40,하수 처리업,205913.4635,418913.2222,분뇨등관련영업관리,하수 처리업,,,,,,
107,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2020.6.16,,1,영업/정상,11,영업,,,,,327287325,,,경기도 부천시 도당동 10 석산빌딩,"경기도 부천시 옥산로 255, 석산빌딩 5층 (도당동)",14519,청호나이스(주),2023.2.6 7:54,U,2023.2.8 2:40,"하수, 폐수 및 분뇨 처리업",180469.2579,446033.9029,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,0,,0
108,가축분뇨배출시설관리업(사업장),09_30_02_P,5240000,5.24E+17,2020.6.22,,1,영업/정상,11,영업,,,,,054-672-9449,,,경상북도 봉화군 봉화읍 내성리 353-39 성광빌딩 2층,"경상북도 봉화군 봉화읍 내성로 121-1, 성광빌딩 2층",36238,(주)봉화환경산업,2022.3.17 14:46,U,2022.3.19 2:40,,354996.8326,378256.0961,분뇨등관련영업관리,,,,,0,,0
109,가축분뇨배출시설관리업(사업장),09_30_02_P,5380000,5.38E+17,2021.10.12,,1,영업/정상,11,영업,,,,,055-388-1466,,,경상남도 양산시 상북면 외석리 513-2,경상남도 양산시 상북면 오룡길 176,50582,(주)부경이엔지,2021.10.12 12:59,I,2021.10.14 0:22,,385095.7815,219200.3775,분뇨등관련영업관리,,,,,0,,0
110,가축분뇨배출시설관리업(사업장),09_30_02_P,3740000,3.74E+17,2021.11.19,,1,영업/정상,11,영업,,,,,224-4127,,,경기도 수원시 권선구 권선동 1066-3,경기도 수원시 권선구 권광로 66 (권선동),16556,이에스아이 주식회사,2022.6.23 15:10,U,2022.6.25 2:40,종합 건설업,202507.2879,416872.0811,분뇨등관련영업관리,종합 건설업,,,,0,,0
111,가축분뇨배출시설관리업(사업장),09_30_02_P,4820000,4.82E+17,2021.10.8,,1,영업/정상,11,영업,,,,,061-723-5315,,,전라남도 순천시 해룡면 선월리 941-1,전라남도 순천시 해룡면 해룡산단6로 100,58023,주식회사 동부그린,2021.10.8 17:51,I,2021.10.10 0:22,,251340.1738,156473.2474,분뇨등관련영업관리,,,,,0,,0
112,가축분뇨배출시설관리업(사업장),09_30_02_P,3740000,3.74E+17,2021.11.19,,1,영업/정상,11,영업,,,,,224-4127,,,경기도 수원시 권선구 권선동 1066-3,경기도 수원시 권선구 권광로 66 (권선동),16556,이에스아이 주식회사,2021.11.25 16:53,U,2021.11.27 2:40,종합 건설업,202507.2879,416872.0811,분뇨등관련영업관리,종합 건설업,,,,0,,0
113,가축분뇨배출시설관리업(사업장),09_30_02_P,4530000,4.53E+17,2023.3.30,,1,영업/정상,11,영업,,,,,416748770,,,충청남도 서산시 동문동 804-1,"충청남도 서산시 고운로 187, 3층 (동문동)",31982,(주)도원이엔씨,2023.3.30 17:24,I,2023.4.1 0:20,종합 건설업,151383.6681,364856.0364,분뇨등관련영업관리,종합 건설업,,,,0,,0
114,가축분뇨배출시설관리업(사업장),09_30_02_P,3970000,3.97E+17,2023.3.30,,1,영업/정상,11,영업,,,,,070-7437-6879,,,경기도 과천시 갈현동 427-1 과천 스마트케이 업무시설,"경기도 과천시 과천대로7길 20, 과천 스마트케이 업무시설 (갈현동)",13840,주식회사 경동엔지니어링,2023.4.19 9:31,U,2023.4.21 2:40,,198049.9644,434683.3699,분뇨등관련영업관리,,,,,0,,0
115,가축분뇨배출시설관리업(사업장),09_30_02_P,5100000,5.1E+17,2023.3.28,,1,영업/정상,11,영업,,,,,054-332-9683,,,경상북도 영천시 대창면 사리리 246 대영공업,"경상북도 영천시 대창면 한제길 40, 대영공업",38911,주식회사 금돈바이오,2023.3.29 17:32,I,2023.4.1 0:20,그외 기타 축산업,368986.5525,265986.0671,분뇨등관련영업관리,그외 기타 축산업,,,,0,,0
116,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2023.3.20,,1,영업/정상,11,영업,,,,,031-8011-3890,,,경기도 이천시 대월면 사동리 114-1,경기도 이천시 대월면 사동로 76,17342,주식회사 세티,2023.3.20 9:14,I,2023.3.22 0:41,환경컨설팅 및 관련 엔지니어링 서비스업,243882.3376,414943.9102,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,0,,0
117,가축분뇨배출시설관리업(사업장),09_30_02_P,3730000,3.73E+17,2014.7.21,,1,영업/정상,11,영업,,,,,052-260-4708,,689-871,울산광역시 울주군 웅촌면 검단리 88-4,울산광역시 울주군 웅촌면 곡천검단로 175,,현대솔루션(주),2020.2.5 9:46,U,2020.2.7 2:40,,398817.5604,219645.4076,분뇨등관련영업관리,,,,,,,
118,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2015.1.22,,1,영업/정상,11,영업,,,,,318982937,,,경기도 용인시 기흥구 중동 1033 에이스 동백 타워 1동 1809호,"경기도 용인시 기흥구 동백중앙로16번길 16-4, 에이스 동백 타워 1동 1809호 (중동)",17015,(주)대신환경기술,2022.12.14 9:13,U,2022.12.16 2:40,,214576.2236,417184.7058,분뇨등관련영업관리,,,,,0,,0
119,가축분뇨배출시설관리업(사업장),09_30_02_P,3540000,3.54E+17,2016.11.2,,1,영업/정상,11,영업,,,,,325832141,,403-130,인천광역시 부평구 십정동 227,인천광역시 부평구 가좌로96번길 69 (십정동),403-844,북구환경(주),2016.11.2 13:09,I,2018.8.31 23:59,,172622.9379,441702.8957,분뇨등관련영업관리,,,,,,,
120,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2012.11.29,,1,영업/정상,11,영업,,,,,031-774-0972,,,경기도 양평군 양평읍 대흥리 505-11,경기도 양평군 양평읍 경강로 2403,12548,양평공사,2023.7.14 13:58,U,2023.7.16 2:40,,247934.608,442937.1257,분뇨등관련영업관리,,,,,0,,0
121,가축분뇨배출시설관리업(사업장),09_30_02_P,3980000,3.98E+17,2016.6.16,,1,영업/정상,11,영업,,,,,315605508,,,,"경기도 구리시 체육관로74번길 41 (수택동, 경호기술단)",11940,(주)경호엔지니어링종합건축사사무소,2022.12.13 14:55,U,2023.5.26 8:48,"건축기술, 엔지니어링 및 관련기술 서비스업",212327.7557,454348.5525,분뇨등관련영업관리,"건축기술, 엔지니어링 및 관련기술 서비스업",,,,0,,0
122,가축분뇨배출시설관리업(사업장),09_30_02_P,3680000,3.68E+17,2008.7.25,,1,영업/정상,11,영업,,,,,426292692,,306-711,대전광역시 대덕구 와동 산 6-2 한국수자원공사,,,한국수자원공사,2023.3.16 9:47,U,2023.3.18 2:40,분뇨 및 축산폐기물 처리업,,,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,0,,0
123,가축분뇨배출시설관리업(사업장),09_30_02_P,3120000,3.12E+17,2009.2.10,,1,영업/정상,11,영업,,,,,234958314,,120-020,서울특별시 서대문구 미근동 267,서울특별시 서대문구 통일로 81 (미근동),120-705,임광토건(주),2013.3.7 20:23,I,2018.8.31 23:59,,197170.6423,451119.1636,분뇨등관련영업관리,,,,,,,
124,가축분뇨배출시설관리업(사업장),09_30_02_P,3300000,3.3E+17,2001.3.19,,1,영업/정상,11,영업,,,,,515062828,,607-842,부산광역시 동래구 온천동 1379-14,,,(주)대한환경이엔지,2020.5.25 15:15,U,2020.5.27 2:40,,388316.4521,191178.011,분뇨등관련영업관리,,,,,,,
125,가축분뇨배출시설관리업(사업장),09_30_02_P,3180000,3.18E+17,2015.7.29,,1,영업/정상,11,영업,,,,,63097704,,,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 1동 506호 (문래동3가)",7299,대양엔바이오(주),2022.3.21 11:15,U,2022.3.23 2:40,폐기물처리 및 오염방지시설 건설업,190996.3573,445841.3776,분뇨등관련영업관리,폐기물처리 및 오염방지시설 건설업,,,,0,,0
126,가축분뇨배출시설관리업(사업장),09_30_02_P,3180000,3.18E+17,2015.6.1,,1,영업/정상,11,영업,,,,,02-2055-5026,,,서울특별시 영등포구 여의도동 28-1 전국경제인연합회회관,,,에코이앤오주식회사,2018.7.16 17:28,I,2018.8.31 23:59,,192880.9461,446664.7874,분뇨등관련영업관리,,,,,,,
127,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2007.9.11,,1,영업/정상,11,영업,,,,,326790241,,421-816,경기도 부천시 오정동 617,경기도 부천시 상오정로 84  (오정동),,(주)나노환경,2008.8.19 10:07,I,2018.8.31 23:59,분뇨 및 축산폐기물 처리업,181643.5574,446782.2204,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,,,
128,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2003.6.17,,1,영업/정상,11,영업,,,,,032-680-0500,,,경기도 부천시 도당동 187-7 부천대우테크노파크 B동 1105호,경기도 부천시 도약로 261 (도당동),420-806,(주)테크로스환경서비스,2020.12.17 16:38,U,2020.12.19 2:40,,180347.3643,445487.2022,분뇨등관련영업관리,,,,,,,
129,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2016.10.31,,1,영업/정상,11,영업,,,,,680-0500,,420-806,경기도 부천시 도당동 187-7번지 부천테크노파크 B동 1105호,경기도 부천시 도약로 261 (도당동),420-806,(주)하이엔텍,2016.10.31 13:08,I,2018.8.31 23:59,,180347.3643,445487.2022,분뇨등관련영업관리,,,,,,,
130,가축분뇨배출시설관리업(사업장),09_30_02_P,5670000,5.67E+17,2013.10.1,,1,영업/정상,11,영업,,,,,055-297-9771,,,경상남도 창원시 의창구 소답동 115-5 범한빌딩 4층,경상남도 창원시 의창구 의안로8번길 23 (소답동),641-835,(주)범한엔지니어링종합건축사사무소,2022.3.28 12:58,U,2022.3.30 2:40,,347921.4401,197085.4236,분뇨등관련영업관리,,,,,0,,0
131,가축분뇨배출시설관리업(사업장),09_30_02_P,5670000,5.67E+17,2020.4.9,,1,영업/정상,11,영업,,,,,055-256-7001,,,경상남도 창원시 마산회원구 석전동 258-4,경상남도 창원시 마산회원구 3·15대로 629 (석전동),51304,태영엔지니어링(주),2022.1.11 10:40,U,2022.1.13 2:40,,343352.4636,193424.0207,분뇨등관련영업관리,,,,,0,,0
132,가축분뇨배출시설관리업(사업장),09_30_02_P,4680000,4.68E+17,2020.7.21,,1,영업/정상,11,영업,,,,,063-291-2946,,,전라북도 익산시 왕궁면 온수리 320-1 왕궁축산폐수처리장,"전라북도 익산시 왕궁면 온수1길 40, 왕궁축산폐수처리장",54577,뉴워터(주),2023.5.15 9:01,U,2023.5.17 2:40,,206015.6991,269117.3129,분뇨등관련영업관리,,,,,0,,0
133,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2020.7.30,,1,영업/정상,11,영업,,,,,316340119,,467-020,경기도 이천시 관고동 502-12 2층,"경기도 이천시 경충대로2684번길 3, 2층 (관고동)",467-020,고려환경건설(주),2020.7.30 11:07,I,2020.8.1 0:23,,238561.1367,419628.2467,분뇨등관련영업관리,,,,,,,
134,가축분뇨배출시설관리업(사업장),09_30_02_P,3000000,3E+17,2020.8.19,,1,영업/정상,11,영업,,,,,02-2154-1004,,,서울특별시 종로구 청진동 70 그랑서울,"서울특별시 종로구 종로 33, 그랑서울 (청진동)",3159,지에스건설(주),2020.8.19 13:32,I,2020.8.21 0:23,,198286.3118,452091.4443,분뇨등관련영업관리,,,,,,,
135,가축분뇨배출시설관리업(사업장),09_30_02_P,5400000,5.4E+17,2020.8.5,,1,영업/정상,11,영업,,,,,055-583-7875,,,,경상남도 함안군 가야읍 남경길 107-123,52039,함안지방공사,2022.7.29 14:24,U,2022.7.31 2:40,"하수처리, 폐기물처리 및 청소관련 서비스업",328812.7587,199624.5168,분뇨등관련영업관리,"하수처리, 폐기물처리 및 청소관련 서비스업",,,,0,,0
