번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
185,가축분뇨 수집운반업,09_30_01_P,4950000,4.95E+17,2019.5.21,,1,영업/정상,3,영업,,,,,,,,전라남도 무안군 현경면 평산리 1113-2,전라남도 무안군 현경면 메부리길 16-20,58512,(유)상용로지스,2021.6.25 9:32,U,2021.6.27 2:40,,146319.0393,169703.4584,분뇨등관련영업관리,,,,,,,
186,가축분뇨 수집운반업,09_30_01_P,5141000,5.141E+17,2013.2.26,,1,영업/정상,3,영업,,,,,054-383-5858,,,대구광역시 군위군 군위읍 동부리 670-8 군위양돈영농조합법인,"대구광역시 군위군 군위읍 중앙길 12, 군위버스터미널",43118,군위양돈영농조합법인,2023.4.17 15:59,I,2023.7.1 16:42,,340957.4819,304405.6673,분뇨등관련영업관리,,,,,0,,0
187,가축분뇨 수집운반업,09_30_01_P,5141000,5.141E+17,2001.2.27,,1,영업/정상,3,영업,,,,,5403834998,,716-803,대구광역시 군위군 군위읍 외량리 132-1-1,대구광역시 군위군 군위읍 도군로 2389,716-803,군위축산업협동조합(군위축협비료공장),2022.8.4 17:25,I,2023.7.1 16:42,기타 비료 및 질소화합물 제조업,339111.945,307944.9124,분뇨등관련영업관리,기타 비료 및 질소화합물 제조업,,,,0,,0
188,가축분뇨 수집운반업,09_30_01_P,4261000,4.261E+17,2009.2.20,,1,영업/정상,3,영업,,,,,3422901,,225-872,강원특별자치도 횡성군 공근면 창봉리 산 100-1,강원특별자치도 횡성군 공근면 창봉2길 89,,농업회사법인 횡성군액비유통센타 유한회사,2009.3.4 10:44,I,2023.6.13 0:00,양돈업,282383.7598,452725.0465,분뇨등관련영업관리,양돈업,,,,0,,0
189,가축분뇨 수집운반업,09_30_01_P,4261000,4.261E+17,2011.8.1,,1,영업/정상,3,영업,,,,,343-3003,,,강원특별자치도 횡성군 우천면 두곡리 591-29,강원특별자치도 횡성군 우천면 한우로 1075,25249,횡성양돈회액비유통영농조합법인,2023.3.8 11:41,I,2023.6.13 0:00,축산업,292969.823,441628.4943,분뇨등관련영업관리,축산업,,,,0,,0
190,가축분뇨 수집운반업,09_30_01_P,4181000,4.181E+17,2012.11.29,,1,영업/정상,3,영업,,,,,332617182,,200-811,강원특별자치도 춘천시 신동면 팔미리 472 473번지,,,농업회사법인 유한회사 춘천양돈,2023.2.2 15:57,I,2023.6.13 0:00,,260935.9124,479508.1791,분뇨등관련영업관리,,,,,0,,0
191,가축분뇨 수집운반업,09_30_01_P,4181000,4.181E+17,2013.4.24,,1,영업/정상,3,영업,,,,,,,200-140,강원특별자치도 춘천시 사농동 274-76,강원특별자치도 춘천시 옥산포길 13  (사농동),,개별화물,2020.2.18 9:42,I,2023.6.13 0:00,,263481.7741,491510.5535,분뇨등관련영업관리,,,,,0,,0
192,가축분뇨 수집운반업,09_30_01_P,4181000,4.181E+17,2013.11.26,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 춘천시 남산면 수동리 654,강원특별자치도 춘천시 남산면 추곡고개길 230,24465,그린바이오영농조합법인,2023.6.16 10:08,U,2023.6.18 2:40,,256698.1536,473227.9684,분뇨등관련영업관리,,,,,0,,0
193,가축분뇨 수집운반업,09_30_01_P,4191000,4.191E+17,2009.9.10,,1,영업/정상,3,영업,,,,,033-734-7166,,,강원특별자치도 원주시 호저면 만종리 593-29,"강원특별자치도 원주시 호저면 원문로 537-3, 다동 6호",26375,(합)문막원성위생공사 - 가축분뇨,2022.6.21 9:11,I,2023.6.13 0:00,,280003.3499,428880.6085,분뇨등관련영업관리,,,,,0,,0
194,가축분뇨 수집운반업,09_30_01_P,4191000,4.191E+17,2004.2.5,,1,영업/정상,3,영업,,,,,033-762-3680,,,강원특별자치도 원주시 학성동 991-2 원주축협마트 2층,강원특별자치도 원주시 원일로 233 (학성동),26413,원주시양돈협회 영농조합법인,2022.2.7 14:11,I,2023.6.13 0:00,축산 관련 서비스업,283473.5366,428693.8307,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
195,가축분뇨 수집운반업,09_30_01_P,4500000,4.5E+17,2016.7.12,,1,영업/정상,3,영업,,,,,,,,충청남도 공주시 우성면 대성리 648-14,충청남도 공주시 우성면 대성길 54-3,32532,우인영농조합법인,2018.12.17 10:41,U,2018.12.19 2:40,사료 제조업,204899.6938,329285.1941,분뇨등관련영업관리,사료 제조업,,,,,,
196,가축분뇨 수집운반업,09_30_01_P,4080000,4.08E+17,2019.7.11,,1,영업/정상,3,영업,,,,,,,,경기도 안성시 공도읍 마정리 112-59,경기도 안성시 공도읍 대림동산길 54-3,17548,특전환경(주),2019.7.17 9:40,I,2019.7.19 2:21,,217889.5002,390361.9412,분뇨등관련영업관리,,,,,,,
197,가축분뇨 수집운반업,09_30_01_P,4720000,4.72E+17,2019.8.7,,1,영업/정상,3,영업,,,,,,,,전라북도 완주군 봉동읍 장기리 160-6,전라북도 완주군 봉동읍 봉동동서로 138-2,55326,민진현 상사,2020.4.9 18:13,U,2020.4.11 2:40,,215021.024,270979.3975,분뇨등관련영업관리,,,,,,,
198,가축분뇨 수집운반업,09_30_01_P,5100000,5.1E+17,2019.8.6,,1,영업/정상,3,영업,,,,,,,,경상북도 영천시 신녕면 완전리 853-50,경상북도 영천시 신녕면 장수로 1653,38803,선화,2019.8.6 18:30,U,2019.8.8 2:40,,361085.9943,283556.3097,분뇨등관련영업관리,,,,,,,
199,가축분뇨 수집운반업,09_30_01_P,4070000,4.07E+17,2019.7.15,,1,영업/정상,3,영업,,,,,,,,경기도 이천시 모가면 어농리 94-2 외 1필지,경기도 이천시 모가면 사실로 804-40,17406,태진농장,2021.3.8 9:07,U,2021.3.10 2:40,,239208.378,409044.7038,분뇨등관련영업관리,,,,,,,
200,가축분뇨 수집운반업,09_30_01_P,3450000,3.45E+17,2022.6.13,,1,영업/정상,3,영업,,,,,053-314-6267,,,대구광역시 북구 태전동 1066 칠곡대백맨션,"대구광역시 북구 관음로 24, 101동 102호 (태전동, 칠곡대백맨션)",41450,동명퇴비,2023.6.9 17:09,U,2023.6.11 2:40,,339029.1335,271315.3083,분뇨등관련영업관리,,,,,0,,0
201,가축분뇨 수집운반업,09_30_01_P,4221000,4.221E+17,1999.5.13,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 태백시 문곡동 102-1,강원특별자치도 태백시 사배리길 60-56 (문곡동),26044,태백양돈연구회,2019.10.24 17:31,I,2023.6.13 0:00,,376729.7829,404839.024,분뇨등관련영업관리,,,,,0,,0
202,가축분뇨 수집운반업,09_30_01_P,4251000,4.251E+17,2022.6.30,,1,영업/정상,3,영업,,,,,033-432-5393,,,강원특별자치도 홍천군 홍천읍 갈마곡리 540,"강원특별자치도 홍천군 홍천읍 갈마로11길 23, 4층 402호",25129,홍천한돈협회 액비영농조합법인,2022.7.7 16:25,I,2023.6.13 0:00,축산 관련 서비스업,279589.8701,466519.4739,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
203,가축분뇨 수집운반업,09_30_01_P,4251000,4.251E+17,2022.1.19,,1,영업/정상,3,영업,,,,,070-4905-2964,,,강원특별자치도 홍천군 영귀미면 방량리 313,강원특별자치도 홍천군 영귀미면 방량로 376-57,25152,농업회사법인 이롬비료(주),2022.5.11 13:47,I,2023.6.13 0:00,비료 및 질소화합물 제조업,280055.8719,461599.6813,분뇨등관련영업관리,비료 및 질소화합물 제조업,,,,0,,0
204,가축분뇨 수집운반업,09_30_01_P,4251000,4.251E+17,2009.8.21,,1,영업/정상,3,영업,,,,,334348998,,250-883,강원특별자치도 홍천군 북방면 소매곡리 211-2,강원특별자치도 홍천군 북방면 도사곡길 109-25,,홍천축산분뇨,2022.2.8 9:51,I,2023.6.13 0:00,축산관련 서비스업,273528.1219,467634.0831,분뇨등관련영업관리,축산관련 서비스업,,,,0,,0
205,가축분뇨 수집운반업,09_30_01_P,4251000,4.251E+17,2014.12.12,,1,영업/정상,3,영업,,,,,033-432-5393,,,강원특별자치도 홍천군 홍천읍 갈마곡리 540,"강원특별자치도 홍천군 홍천읍 갈마로11길 23, 4층 402호",25129,홍천한돈협회 액비영농조합법인,2022.11.18 16:18,I,2023.6.13 0:00,축산 관련 서비스업,279589.8701,466519.4739,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
206,가축분뇨 수집운반업,09_30_01_P,4281000,4.281E+17,2003.4.9,,1,영업/정상,3,영업,,2003.4.21,,,333367900,,,강원특별자치도 평창군 대관령면 횡계리 343-4,강원특별자치도 평창군 대관령면 눈마을길 25,,무지개환경,2007.11.7 10:36,I,2023.6.13 0:00,분뇨 처리업,350787.6575,464499.8069,분뇨등관련영업관리,분뇨 처리업,,,,0,,0
207,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2019.5.20,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 갈말읍 문혜리 1166-6,강원특별자치도 철원군 갈말읍 윗삼성길 65,24033,농업회사법인거성주식회사,2022.2.18 10:30,I,2023.6.13 0:00,,227772.6692,518825.4712,분뇨등관련영업관리,,,,,0,,0
208,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2020.11.10,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 철원읍 화지리 41-155,강원특별자치도 철원군 철원읍 금학로251번길 20-2,24006,태산환경,2020.11.12 8:52,I,2023.6.13 0:00,분뇨 및 축산분뇨 처리업,218659.5101,523031.2369,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,0,,0
209,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2002.9.27,,1,영업/정상,3,영업,,,,,4528666,,,강원특별자치도 철원군 갈말읍 문혜리 441-6,"강원특별자치도 철원군 갈말읍 호국로 5260, 1층",24031,(주)철원환경,2022.8.23 14:27,I,2023.6.13 0:00,,229145.7397,520293.6313,분뇨등관련영업관리,,,,,0,,0
210,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2010.7.20,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 동송읍 장흥리 271-17,강원특별자치도 철원군 동송읍 태봉로 2059,24023,농업회사법인(주)미래환경,2020.1.30 19:01,I,2023.6.13 0:00,,223088.0669,521525.5955,분뇨등관련영업관리,,,,,0,,0
211,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2011.1.25,,1,영업/정상,3,영업,,,,,,,269-824,강원특별자치도 철원군 철원읍 화지리 41-154,강원특별자치도 철원군 철원읍 금학로251번길 20-1,269-823,찬구영농조합법인,2020.12.11 17:16,I,2023.6.13 0:00,"하수처리, 폐기물처리 및 청소관련 서비스업",218684.4214,523046.7839,분뇨등관련영업관리,"하수처리, 폐기물처리 및 청소관련 서비스업",,,,0,,0
212,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2012.11.28,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 철원읍 화지리 829-1 국제종합기계(주),"강원특별자치도 철원군 철원읍 북원로 1483, 국제종합기계(주)",24008,농업회사법인(주)청마루,2023.7.21 13:40,U,2023.7.23 2:40,,219304.7457,523352.9842,분뇨등관련영업관리,,,,,0,,0
213,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2013.1.3,,1,영업/정상,3,영업,,,,,033-455-9110,,269-804,강원특별자치도 철원군 갈말읍 문혜리 441-6,강원특별자치도 철원군 갈말읍 호국로 5260,269-804,(주)철원환경,2017.9.4 13:10,I,2023.6.13 0:00,,229145.7397,520293.6313,분뇨등관련영업관리,,,,,0,,0
214,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2013.4.1,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 철원읍 화지리 418-8,강원특별자치도 철원군 동송읍 금학로 431-2,24021,흙사랑영농조합법인,2021.1.29 9:58,I,2023.6.13 0:00,,218348.7487,524789.4428,분뇨등관련영업관리,,,,,0,,0
215,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2014.10.7,,1,영업/정상,3,영업,,,,,,,269-816,강원특별자치도 철원군 동송읍 이평리 268-1,강원특별자치도 철원군 동송읍 금학로 36,269-816,농업회사법인(주)금학환경,2019.12.19 17:27,I,2023.6.13 0:00,,219851.94,521204.1197,분뇨등관련영업관리,,,,,0,,0
216,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2014.12.18,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 동송읍 오지리 1047-21,강원특별자치도 철원군 동송읍 금학산로 50,24025,제이엔씨에코그린,2022.7.18 14:51,I,2023.6.13 0:00,,219500.7105,519275.5724,분뇨등관련영업관리,,,,,0,,0
217,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2015.11.11,,1,영업/정상,3,영업,,,,,452-3385,,269-850,강원특별자치도 철원군 근남면 풍암리 243,,,원환경,2019.10.10 13:13,I,2023.6.13 0:00,,242336.565,528644.4294,분뇨등관련영업관리,,,,,0,,0
218,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2020.2.13,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 갈말읍 문혜리 441-6,강원특별자치도 철원군 갈말읍 호국로 5260,24031,도창리철원환경영농조합법인,2020.5.25 16:28,I,2023.6.13 0:00,축산 관련 서비스업,229145.7397,520293.6313,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
219,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2018.2.27,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 근남면 사곡리 577,강원특별자치도 철원군 근남면 하오재로 2358,24063,기발축분,2019.11.4 13:23,I,2023.6.13 0:00,,241330.4817,529054.3618,분뇨등관련영업관리,,,,,0,,0
220,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2018.7.9,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 동송읍 대위리 401-7,강원특별자치도 철원군 동송읍 신대동길 61-25,24010,(주)참두루미농업회사법인,2020.11.12 9:04,I,2023.6.13 0:00,,221454.1409,526146.9618,분뇨등관련영업관리,,,,,0,,0
221,가축분뇨 수집운반업,09_30_01_P,4301000,4.301E+17,2019.4.4,,1,영업/정상,3,영업,,,,,,,,강원특별자치도 철원군 동송읍 대위리 401-7,강원특별자치도 철원군 동송읍 신대동길 61-25,24010,미앤미,2020.12.30 8:54,I,2023.6.13 0:00,,221454.1409,526146.9618,분뇨등관련영업관리,,,,,0,,0
222,가축분뇨 수집운반업,09_30_01_P,4321000,4.321E+17,2022.11.18,,1,영업/정상,3,영업,,,,,033-482-0061,,,강원특별자치도 양구군 동면 후곡리 397,강원특별자치도 양구군 동면 숨골로 58-74,24510,양구퇴비영농조합법인,2023.5.10 14:42,I,2023.6.13 0:00,축산분뇨 처리업,292475.7888,519355.8335,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
223,가축분뇨 수집운반업,09_30_01_P,4040000,4.04E+17,1998.11.27,,1,영업/정상,3,영업,,,,,,,465-809,경기도 하남시 신장동 526-4번지 동신빌딩 301호,경기도 하남시 대청로22번길 27 (신장동),465-811,(합)원진정화,2017.4.24 17:39,I,2018.8.31 23:59,,219003.3612,448617.6137,분뇨등관련영업관리,,,,,,,
224,가축분뇨 수집운반업,09_30_01_P,4160000,4.16E+17,2003.5.1,,1,영업/정상,3,영업,,,,,031-582-4111,,,경기도 가평군 가평읍 대곡리 166-2 가평축산농협,"경기도 가평군 가평읍 가화로 55-17, 가평축산농협",12420,가평축산업협동조합,2023.4.19 17:39,U,2023.4.21 2:40,축산업,245252.4166,480343.9257,분뇨등관련영업관리,축산업,,,,0,,0
225,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2001.5.25,,1,영업/정상,3,재개업,,2005.7.5,2005.12.1,2005.12.1,054 9324431,,719-800,경상북도 성주군 성주읍 예산리 791-2,,,영진,2009.3.30 17:48,I,2018.8.31 23:59,분뇨 및 축산폐기물 처리업,,,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,,,
226,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2009.5.14,,1,영업/정상,3,영업,,,,,,,719-834,경상북도 성주군 선남면 문방리 산 140,,,성림환경,2022.12.28 14:27,U,2022.12.30 2:40,농업,322551.1123,271016.4361,분뇨등관련영업관리,농업,,,,0,,0
227,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2010.6.9,,1,영업/정상,3,영업,,,,,549319548,,719-801,경상북도 성주군 성주읍 경산리 656-1,,,성주가축환경,2011.6.23 9:26,I,2018.8.31 23:59,,315823.0708,269480.4348,분뇨등관련영업관리,,,,,,,
228,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2010.10.26,,1,영업/정상,3,영업,,,,,,,719-834,경상북도 성주군 선남면 성원리 255,,,전국환경,2015.5.18 18:09,I,2018.8.31 23:59,,319158.2692,269261.5189,분뇨등관련영업관리,,,,,,,
229,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2010.11.5,,1,영업/정상,3,영업,,,,,,,719-812,경상북도 성주군 초전면 대장리 667-20,,,미래환경,2010.11.8 13:05,I,2018.8.31 23:59,축산분뇨 처리업,313999.4666,275387.8191,분뇨등관련영업관리,축산분뇨 처리업,,,,,,
230,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2014.10.7,,1,영업/정상,3,영업,,,,,,,719-804,경상북도 성주군 성주읍 삼산리 산 44-7,경상북도 성주군 성주읍 삼산1길 266-1,719-804,동원환경,2019.1.31 9:24,U,2019.2.2 2:40,,318262.7573,270222.8097,분뇨등관련영업관리,,,,,,,
231,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2014.9.29,,1,영업/정상,3,영업,,,,,,,,,경상북도 성주군 가천면 동원1길 9,719-882,동원환경,2014.10.7 16:03,I,2018.8.31 23:59,,304556.4427,262774.8244,분뇨등관련영업관리,,,,,,,
232,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2015.9.8,,1,영업/정상,3,영업,,,,,,,,,경상북도 성주군 초전면 노루뫼길 38-21,40012,금오종합건기(정성동),2021.6.8 11:53,U,2021.6.10 2:40,지정외 폐기물 수집운반업,313119.6421,275807.8438,분뇨등관련영업관리,지정외 폐기물 수집운반업,,,,,,
233,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2015.9.8,,1,영업/정상,3,영업,,,,,,,,,경상북도 성주군 벽진면 수촌2길 5,40002,성주퇴비,2015.9.19 10:33,I,2018.8.31 23:59,,309815.7672,272789.3529,분뇨등관련영업관리,,,,,,,
234,가축분뇨 수집운반업,09_30_01_P,5210000,5.21E+17,2015.9.16,,1,영업/정상,3,영업,,,,,535221947,,,,"대구광역시 남구 대명남로 144, 2층 (대명동)",42490,고려중기,2019.12.12 16:10,U,2019.12.17 2:40,,342153.6979,260575.8035,분뇨등관련영업관리,,,,,,,
235,가축분뇨 수집운반업,09_30_01_P,4790000,4.79E+17,2007.5.22,,1,영업/정상,3,영업,,,,,635826788,,579-922,전라북도 부안군 주산면 백석리 109-1,전라북도 부안군 주산면 홍해송천길 27-5,579-922,경동환경미화사,2021.10.7 16:54,U,2021.10.9 2:40,,173692.6964,243933.2491,분뇨등관련영업관리,,,,,0,,0
236,가축분뇨 수집운반업,09_30_01_P,4790000,4.79E+17,2008.8.14,,1,영업/정상,3,영업,,,,,635843982,,579-802,전라북도 부안군 부안읍 동중리 44-1,전라북도 부안군 부안읍 동문안2길 2-1,579-802,환경축산,2020.3.9 13:52,U,2020.3.11 2:40,기타 축산업,176006.6083,248227.2287,분뇨등관련영업관리,기타 축산업,,,,,,
237,가축분뇨 수집운반업,09_30_01_P,4890000,4.89E+17,2000.2.2,,1,영업/정상,3,영업,,,,,061 8570489,,546-900,전라남도 보성군 벌교읍 벌교리 628-17,,,개발위생미화사,2000.7.26 9:05,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
238,가축분뇨 수집운반업,09_30_01_P,5050000,5.05E+17,1985.6.7,,1,영업/정상,3,영업,,,,,,,780-872,경상북도 경주시 천북면 신당리 1399-359,,,경주위생사,2023.7.26 16:02,U,2023.7.28 2:40,,402510.8111,267879.6163,분뇨등관련영업관리,,,,,0,,0
239,가축분뇨 수집운반업,09_30_01_P,5050000,5.05E+17,1994.12.14,,1,영업/정상,3,영업,,,,,,,780-140,경상북도 경주시 용강동 717-4,,,월성위생,2023.5.15 18:02,U,2023.5.17 2:40,,,,분뇨등관련영업관리,,,,,0,,0
240,가축분뇨 수집운반업,09_30_01_P,5050000,5.05E+17,2007.10.1,,1,영업/정상,3,영업,,,,,,,780-140,경상북도 경주시 용강동 446-3,경상북도 경주시 유림로5번길 151 (용강동),780-140,안강위생,2014.1.14 16:38,I,2018.8.31 23:59,,400849.1079,266813.6151,분뇨등관련영업관리,,,,,,,
241,가축분뇨 수집운반업,09_30_01_P,4790000,4.79E+17,2004.4.7,,1,영업/정상,3,영업,,,,,063-581-1222,,,전라북도 부안군 행안면 대초리 214 20통,전라북도 부안군 부안읍 번영로 165 (축협),56307,대한한돈협회부안지부,2023.4.21 15:23,U,2023.5.26 8:48,,176253.6945,247482.8667,분뇨등관련영업관리,,,,,0,,0
242,가축분뇨 수집운반업,09_30_01_P,5050000,5.05E+17,1997.9.13,,1,영업/정상,3,영업,,,,,,,780-140,경상북도 경주시 용강동 446-3,경상북도 경주시 유림로5번길 151 (용강동),780-140,안강위생,2016.6.29 9:48,I,2018.8.31 23:59,,400849.1079,266813.6151,분뇨등관련영업관리,,,,,,,
243,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,2010.9.13,,1,영업/정상,3,영업,,,,,415716699,,330-912,충청남도 천안시 동남구 풍세면 용정리 152-16,충청남도 천안시 동남구 풍세면 용두4길 110 (주소틀림),330-912,농업회사법인 협진 주식회사,2022.7.1 14:49,U,2022.7.3 2:40,,211155.9208,360495.2929,분뇨등관련영업관리,,,,,0,,0
244,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,2012.3.9,,1,영업/정상,3,영업,,,,,041-575-0991,,,충청남도 천안시 동남구 신방동 784-1 천안산업기자재유통단지 바-4012(신방동),"충청남도 천안시 동남구 신촌로 24, 천안산업기자재유통단지 (신방동)",31177,주식회사 영원,2022.7.8 14:39,U,2022.7.12 2:40,,210769.4829,365154.5529,분뇨등관련영업관리,,,,,0,,0
245,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,2014.2.26,,1,영업/정상,3,영업,,,,,552-6311,,,,충청남도 천안시 동남구 병천면 충절로 1558,330-861,수신상사,2017.11.17 17:37,I,2018.8.31 23:59,,224921.4227,363064.228,분뇨등관련영업관리,,,,,0,,0
246,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2006.11.15,,1,영업/정상,3,영업,,,,,,,,,전라남도 나주시 반남면 석천로 189,520-923,금성미화,2022.2.22 16:16,U,2022.2.24 2:40,축산분뇨 처리업,169526.2197,154973.4952,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
247,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2002.8.12,,1,영업/정상,3,영업,,,,,,,,전라남도 나주시 토계동 32-2,전라남도 나주시 왕건길 33-11 (송월동),,(유)청우농원,2022.10.20 14:28,U,2022.10.22 2:40,,175549.3613,168458.7966,분뇨등관련영업관리,,,,,0,,0
248,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2002.8.9,,1,영업/정상,3,영업,,,,,332-5800,,,전라남도 나주시 삼영동 453-1,전라남도 나주시 구진포로 298 (삼영동),58264,나영환경,2022.3.28 18:19,U,2022.3.30 2:40,농업,172027.0731,166938.3486,분뇨등관련영업관리,농업,,,,0,,0
249,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2006.7.21,,1,영업/정상,3,영업,,,,,061-332-8080,,,전라남도 나주시 이창동 702-3,전라남도 나주시 이창택지길 53-11 (이창동),58265,나주양돈친환경영농조합법인,2022.3.15 10:02,U,2022.3.17 2:40,,173022.3227,166548.9726,분뇨등관련영업관리,,,,,0,,0
250,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2010.11.8,,1,영업/정상,3,영업,,,,,,,520-130,전라남도 나주시 송월동 1089-9,전라남도 나주시 왕건길 33-11 (송월동),,청정환경영농조합법인,2022.11.9 16:30,U,2022.11.11 2:40,,173691.6816,168789.0499,분뇨등관련영업관리,,,,,0,,0
251,가축분뇨 수집운반업,09_30_01_P,4830000,4.83E+17,2011.8.9,,1,영업/정상,3,영업,,,,,061-333-2300,,,전라남도 나주시 왕곡면 송죽리 598-2 (송죽리 598-2),전라남도 나주시 왕곡면 송죽로 160-34 (송죽리 598-2),58299,옥천영농조합법인,2023.7.24 8:46,U,2023.7.26 2:40,축산분뇨 처리업,165047.3882,162400.3667,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
252,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,2009.3.30,,1,영업/정상,3,영업,,,,,415701377,,330-110,충청남도 천안시 동남구 다가동 373-3,충청남도 천안시 동남구 차돌로 50 (다가동),,대전충남양돈축산업협동조합,2017.4.26 13:33,I,2018.8.31 23:59,,212078.5592,366602.9495,분뇨등관련영업관리,,,,,0,,0
253,가축분뇨 수집운반업,09_30_01_P,4710000,4.71E+17,2011.6.13,,1,영업/정상,3,영업,,,,,545-9595,,576-320,전라북도 김제시 월봉동 489-55,,,벼고을영농조합법인,2018.3.7 18:13,I,2018.8.31 23:59,분뇨 및 축산분뇨 처리업,,,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,,,
254,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,1984.9.22,,1,영업/정상,3,영업,,,,,041-552-3838,,330-020,충청남도 천안시 동남구 문화동 24-10,충청남도 천안시 동남구 문화로 26  (문화동),,(합)충남위생,2009.5.1 14:44,I,2018.8.31 23:59,,213439.2113,367675.0016,분뇨등관련영업관리,,,,,0,,0
255,가축분뇨 수집운반업,09_30_01_P,4490000,4.49E+17,2004.6.4,,1,영업/정상,3,영업,,,,,041-573-5710,,330-891,충청남도 천안시 동남구 성남면 석곡리 330-1,충청남도 천안시 동남구 성남면 석곡3길 20-20,330-891,충무환경,2022.10.14 15:46,U,2022.10.16 2:40,,219659.5964,359495.1779,분뇨등관련영업관리,,,,,0,,0
256,가축분뇨 수집운반업,09_30_01_P,4890000,4.89E+17,2000.1.19,,1,영업/정상,3,영업,,,,,,,,전라남도 보성군 회천면 회령리 481,,,보성미화사,2008.11.12 18:13,I,2018.8.31 23:59,,205660.5556,130242.1188,분뇨등관련영업관리,,,,,,,
257,가축분뇨 수집운반업,09_30_01_P,4890000,4.89E+17,2010.9.30,,1,영업/정상,3,영업,,,,,061-852-0963,,,전라남도 보성군 득량면 해평리 2419-11,전라남도 보성군 득량면 득량만길 495-511,59438,들찬영농조합법인,2019.4.9 9:05,U,2019.4.11 2:40,,219581.3591,139017.2151,분뇨등관련영업관리,,,,,,,
258,가축분뇨 수집운반업,09_30_01_P,4890000,4.89E+17,2014.3.5,,1,영업/정상,3,영업,,,,,,,,전라남도 보성군 보성읍 쾌상리 291-6,,,활성축분유통영농조합법인,2021.11.19 10:09,U,2021.11.21 2:40,축산 관련 서비스업,206580.626,138122.3119,분뇨등관련영업관리,축산 관련 서비스업,,,,0,,0
