분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(X좌표),위도(Y좌표),유무료,문화포털상세URL
전시/미술,종로구,2022 공간큐레이팅 `일상의 예술 Play+Station`,2022-12-12~2023-03-26,세종문화회관 세종라운지,세종문화회관,전연령 관람가능 ,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33904&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79b3473811414d7ea048f3b9a565d3b6&thumb=Y,2023.2.2,기관,2022.12.12 0:00,2023.3.26 0:00,기타,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140597&menuNo=200009
기타,은평구,[구립증산정보도서관] 어린이 팝아트 초상화 그리기 체험,2022-12-12~2022-12-13,지하1층 문화강좌실,기타,초등학생 5~6학년 12명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1586&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8f2f42e7018944fb82a30b3c10859c2e&thumb=Y,2022.11.29,기관,2022.12.12 0:00,2022.12.13 0:00,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140156&menuNo=200013
연극,광진구,동화 오페라 '피노키오의 모험',2022-12-12~2022-12-13,나루아트센터 대공연장,광진문화재단,만 7세(취학아동) 이상,"R석 50,000원 / S석 30,000원",,,,http://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=806&page=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1f392a0c6b514b32b8539d0c5f499da3&thumb=Y,2022.12.9,기관,2022.12.12 0:00,2022.12.13 0:00,,37.5376439,127.0706037,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140269&menuNo=200008
콘서트,마포구,엔분의일 단독 콘서트 [2022 엔분의일: Outro],2022-12-11~2022-12-11,CJ아지트 광흥창 (서울시 마포구 창전로 14),기타,12세 이상,"예매 55,000원 / 현장 예매 65,000원",엔분의일 (1/N),,,https://m.ticket.melon.com/public/index.html#performance.index?prodId=207526,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d5f35ee2bfa4daab56039aea1f28630&thumb=Y,2022.11.19,시민,2022.12.11 0:00,2022.12.11 0:00,기타,,,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140081&menuNo=200008
전시/미술,동대문구,DDP 디자인 아카이브 KSVD: 1972~1993,2022-12-10~2023-02-09,뮤지엄 디자인둘레길 1층~지하2층,동대문디자인플라자,홈페이지 참고,,,,,http://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=461&boardno=15&bbstopno=461&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cec28a124b704d329bfc482538ded922&thumb=Y,2022.12.14,기관,2022.12.10 0:00,2023.2.9 0:00,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140298&menuNo=200009
전시/미술,광진구,2022 생활문화25 지원사업 [나루 아틀리에 展],2022-12-10~2022-12-18,나루아트센터 전시실,광진문화재단,만 7세(취학아동) 이상 ※10인상 단체관람 시 전화 문의,,,,,http://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=808,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=08a4ab515f5d40488dfb5b6146aa64e5&thumb=Y,2022.12.9,기관,2022.12.10 0:00,2022.12.18 0:00,,37.5376439,127.0706037,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140270&menuNo=200009
전시/미술,중구,[테라인포밍],2022-12-10~2022-12-11,서울시립미술관 서소문본관 3층 프로젝트 갤러리 ,서울시립미술관,홈페이지 참조,,,,,http://archive.mediacityseoul.kr/2022/#terrainforming,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=82d97d53cbb5499793f9416c4f8fd02a&thumb=Y,2022.12.5,기관,2022.12.10 0:00,2022.12.11 0:00,,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140221&menuNo=200009
국악,종로구,달음-Co-existence,2022-12-10~2022-12-11,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 20,000원","달음(하수연, 황혜영), Y.Sookyoung",달음의 음악을 통해 '공존'의 의미를 되새겨 보는 공연,,https://sdtt.or.kr/user/program/2022/12/1230,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a17482bc3fda4b1eacb970c8035c6a4b&thumb=Y,2022.11.24,기관,2022.12.10 0:00,2022.12.11 0:00,,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140107&menuNo=200008
무용,강북구,[강북문화재단 후원 공연] 어린이 무용동화 '공주전',2022-12-10~2022-12-10,서울특별시 강북구 인수봉로 66길 9 강북구 육아종합지원센터,강북문화재단,만 36개월 이상,,,,,http://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=132,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=064005e274bc43c79ecb262b99797f65&thumb=Y,2022.12.1,기관,2022.12.10 0:00,2022.12.10 0:00,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140184&menuNo=200008
클래식,은평구,[은평문화재단][상주단체] 은평 송년 음악회,2022-12-10~2022-12-10,은평문화예술회관 공연장,은평문화재단,취학아동이상,무료,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3165,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=36f61ea76aeb4ebd9ab915a4ab51cabc&thumb=Y,2022.12.2,기관,2022.12.10 0:00,2022.12.10 0:00,기타,37.6039163,126.9283646,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140208&menuNo=200008
기타,은평구,"[구립증산정보도서관] 그림책감정표현놀이 프로그램 [마음아, 놀자!]",2022-12-10~2022-12-10,지하 문화강좌실,기타,7~9세 유아 및 어린이 12명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1587&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8c5040dd8df463cae53df4bb12aac04&thumb=Y,2022.12.1,기관,2022.12.10 0:00,2022.12.10 0:00,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140182&menuNo=200013
콘서트,서대문구,피아니스트 문용의 여섯 번째 '연결공간' 온택트 뮤지엄 콘서트 - 딜쿠샤,2022-12-09~3022-12-09,유튜브 서울역사박물관 채널,서울역사박물관,온라인 콘서트를 즐기는 누구나,무료,연주?내레이션  문용(moonyong),서울 앨버트 테일러 가옥(딜쿠샤)와 함께하는 여섯 번째 '연결공간',2022년 예술창작활동지원사업 선정 프로젝트,https://bit.ly/3F64uia,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f083056f1bc41119f27891090eaa78e&thumb=Y,2022.12.8,시민,2022.12.9 0:00,3022.12.9 0:00,기타,37.5701434,126.9704375,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140262&menuNo=200008
전시/미술,중구,[서울디자인재단] 진달래&박우혁: 코스모스,2022-12-09~2023-03-26,DDP 디자인랩 1층 디자인갤러리,서울디자인재단,전 연령,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=460&boardno=15&bbstopno=460&act=view&subno=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aff1690d470e4f47a1f8a8c002a41bfc&thumb=Y,2023.2.13,기관,2022.12.9 0:00,2023.3.26 0:00,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140708&menuNo=200009
기타,종로구,[돈의문박물관마을] 2022 '구세군과 함께하는 돈의문성탄절',2022-12-09~2022-12-25,돈의문박물관마을 일대,돈의문박물관마을,일반 시민 관람객,,,,,https://dmvillage.info/news/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13671563&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fa8d3aff34eb4927a8d97eea909e053e&thumb=Y,2022.12.21,기관,2022.12.9 0:00,2022.12.25 0:00,,37.56882395,126.9685231,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140346&menuNo=200013
연극,종로구,New 유디트의 팔뚝,2022-12-09~2022-12-18,홍익대 대학로 아트센터 소극장,기타,만 13세 이상,"전석 35,000원 / 할인 정보 홈페이지 확인",,,,https://booking.naver.com/booking/5/bizes/788412,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94d62616d7b04830b748296c0bf16e8f&thumb=Y,2022.11.8,기관,2022.12.9 0:00,2022.12.18 0:00,,37.57655858,127.00145,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139982&menuNo=200008
전시/미술,금천구,캐비닛 프로젝트 [캐빈] 전,2022-12-09~2022-12-15,은평문화예술회관 1층 로비,은평문화재단,홈페이지 참고,,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=3167,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61c80904001a49fcbe21c03c27267f27&thumb=Y,2022.12.6,기관,2022.12.9 0:00,2022.12.15 0:00,,37.6039163,126.9283646,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140231&menuNo=200009
축제-문화/예술,중구,"2022 꿈의 댄스팀(무용단) 결과공유회 [함께 추는 춤, 피어나는 꿈]",2022-12-09~2022-12-10,커뮤니티하우스 마실 (서울특별시 중구 명동11길 14),기타,"문화예술교육 관계자, 문화예술교육 및 무용교육에 관심이 있는 일반인 누구나","전 행사 무료로 진행되며, 전시는 상시관람 가능, 결과공유회는 신청 후 관람 가능","홍보대사 김주원, 리을무용단, 안은미, 제이블랙&마리 / 지역 운영기관 ABC LAB, 태이움직임교육연구소, 홍익대학교, 트러스트무용단, 국민대학교, 제주극장","2022 꿈의 댄스팀(무용단) 홍보대사인 김주원(발레), 리을무용단(전통), 안은미(현대), 제이블랙&마리(스트릿)와 공모를 통해 선정되어 각 지역에서 꿈의 댄스팀으로 함께 해온 지역 운영기관이 한 자리에 모여 무용교육, 그리고 아이들과 함께 만든 시간에 대해 이야기 하고자 합니다.",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7dbc652651d54a0cbe3c0acb4f0729cd&thumb=Y,2022.12.2,시민,2022.12.9 0:00,2022.12.10 0:00,,37.56397613,126.9842173,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140210&menuNo=200010
뮤지컬/오페라,관악구,지구를 구하는 기상천외한 히어로들의 이야기! 뮤지컬 [스페셜5] 개최,2022-12-09~2022-12-10,관악아트홀 공연장,관악문화재단,누구나,"R석 30,000원 / S석 20,000원",,,,https://tickets.interpark.com/goods/22015858,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f572c544aa1f400299eed4d4779b7c5e&thumb=Y,2022.11.29,기관,2022.12.9 0:00,2022.12.10 0:00,기타,37.46759765,126.9448709,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140148&menuNo=200008
기타,종로구,"2022 세마피칭 [기록하는 미술관, 기억하는 미래]",2022-12-09~2022-12-10,서울시 종로구 평창문화로 101 (서울시립 미술아카이브 나눔동 2층 다목적홀),서울시립미술관,성인,,,,,https://sema.seoul.go.kr/kr/whatson/event/detail?evtNo=1111265,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cac0aa7e98c24d0ab11e29da5d9ee2c7&thumb=Y,2022.11.23,기관,2022.12.9 0:00,2022.12.10 0:00,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140104&menuNo=200013
연극,중랑구,망우열전 나운규 편 입체낭독극 [황무지],2022-12-09~2022-12-09,중랑구립도서관 4층 강당 (서울시 중랑구 신내로15길 197),중랑문화재단,누구나,무료,"성기웅(연출), 이윤재, 전수지, 강희제, 이수현","<기획의도> 1994년까지 망우리공원 묘역에 묻혀있다가 지금은 대전 현충원으로 그 묘가 옮겨진 춘사(春史) 나운규(1902~1937)는 한국 영화사의 첫머리를 장식하는 천재적인 영화감독 겸 배우다. 한때 독립운동에 투신하기도 했던 나운규가 영화로 전향하여 만들어낸 흑백 무성영화 <아리랑>은 당시 조선인들에게 큰 인기를 끄며 일련의 문화현상을 일으켰다. 이후로도 그는 열악한 자본과 기술, 일제의 검열 등을 무릅쓰며 조선 민중들의 정서를 담아내는 영화를 꾸준히 만들어 나갔지만, 폐결핵에 걸려 요절하고 말았다. 이번 ‘망우열전’ 공연에서는 나운규가 남긴 미완의 에세이 <나의 러시아 방랑기>와 유고로 남은 시나리오 <황무지>를 입체 낭독극의 형식으로 무대에 올린다. 나운규가 찍은 영화의 필름들이 전혀 남아있지 않은 가운데 <황무지>는 지금까지 전해지는 유일한 그의 시나리오다. 끝내 완성을 보지 못한 채 전해지는 나운규의 그 글들을 성기웅 연출가와 제12언어연극스튜디오의 배우들이 참신한 감각, 생생한 육성으로 되살려낸다.",,https://jnfac.or.kr/festival/friday_program_view.html?pid=29&redir=%2Ffestival%2Ffriday_program.html%3Fstatus%3D%26cate%3D%26year%3D%26sdate%3D%26edate%3D%26find%3D%26search%3D%26page%3D1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=36c4186c13824d32ac563269e778cb88&thumb=Y,2022.11.9,기관,2022.12.9 0:00,2022.12.9 0:00,어린이/청소년 문화행사,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140001&menuNo=200008
교육/체험,종로구,서울생활문화센터 체부 원데이클래스 체부동아틀리에 양모공예 (양모 브로치 만들기),2022-12-09~2022-12-09,서울생활문화센터 체부 체부홀,서울생활문화센터-체부,시민 누구나,무료,,원데이클래스 체부동 아틀리에는 생활문화체험 프로그램 입니다.,,http://www.ccasc.or.kr/bbs/notice_view.php?idx=231,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48710852edf841fd82e684d47af1c37d&thumb=Y,2022.11.25,기관,2022.12.9 0:00,2022.12.9 0:00,기타,37.5767085,126.9714894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140122&menuNo=200011
국악,금천구,[금천문화재단] 2022 송년국악콘서트,2022-12-09~2022-12-09,금나래아트홀,금천문화재단,만 5세이상,전석 2만원,"국악인 송소희, 국악 퓨전밴드 두번째달, 국악아카펠라그룹 토리스, 국악창작그룹 상자루",전통을 바탕으로 새로운 길을 개척하여 음악계를 주도하고 있는 국악 예술가들이 선사하는 국악콘서트 ,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3520&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=06a1c154c1d34400bec998ff925d03c3&thumb=Y,2022.11.14,기관,2022.12.9 0:00,2022.12.9 0:00,문화가 있는 날,37.45715585,126.8967629,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140044&menuNo=200008
교육/체험,은평구,[서울기록원] 전시연계교육ㅣ흑백 아날로그 사진 인화 과정(1회 강연)ㅣ서울기록원 3층 교육실,2022-12-09~2022-12-09,서울기록원 3층 교육실,기타,"성인, 전문가, 관련 전공자 등",,,,,https://archives.seoul.go.kr/post/2817,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d803adbed5cd42d589bc53bb5c969c00&thumb=Y,2022.11.3,기관,2022.12.9 0:00,2022.12.9 0:00,기타,37.60753303,126.9348602,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139923&menuNo=200011
독주/독창회,종로구,이경아 피아노 독주회,2022-12-09~2022-12-09,세종체임버홀,세종문화회관,만 7세 이상,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33618&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5bffd64a3ebf43c6b9e16bcfd6dbaca5&thumb=Y,2022.12.9,기관,2022.12.9 0:00,2022.12.9 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140278&menuNo=200008
교육/체험,관악구,[토닥토닥 1인예술 공유회] 참여자 모집,2022-12-09~2022-12-09,아시티스(관악구 쑥고개로 122 대원빌딩 B1),관악문화재단,누구나,,,,,https://forms.gle/gSAnBzjAG5CP5Qjv8,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5cc3f44405224cf4a1ac4ab62da1e026&thumb=Y,2022.12.1,기관,2022.12.9 0:00,2022.12.9 0:00,기타,37.46759765,126.9448709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140190&menuNo=200011
축제-문화/예술,중구,세계인권선언의 날 기념 2022 인권문화행사,2022-12-09~2022-12-09,서울시청 시민청 바스락홀,서울시청,전체,,"YTN 앵커 이현웅,  디자이너 이상봉, 배우 검비르,   감독 및 작가 이길보라,  지체 장애인 최초 박사 윤은호",세계인권선언의 날을 기념하여 인권문화행사 개최,,https://news.seoul.go.kr/gov/?p=543156,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef15315ff5e844a0aa1c7d7fa6ed2320&thumb=Y,2022.11.29,시민,2022.12.9 0:00,2022.12.9 0:00,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140157&menuNo=200010
전시/미술,종로구,아카이브 기획전시 [영감의 열람실],2022-12-08~2023-05-26,서울공예박물관 전시2동 3층 공예아카이브실,서울공예박물관,모든 시민,,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/97,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=147bdb16005f42f39010542c87d61fd4&thumb=Y,2023.1.11,기관,2022.12.8 0:00,2023.5.26 0:00,,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140474&menuNo=200009
전시/미술,중구,최민 컬렉션: 다르게 보기,2022-12-08~2023-05-07,서울시립미술관 서소문본관 2층 가나아트컬렉션전시실,서울시립미술관,홈페이지 참고,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1108494,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c3cfeebd7ff44e9a8585a95de5c49d03&thumb=Y,2022.11.23,기관,2022.12.8 0:00,2023.5.7 0:00,,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140103&menuNo=200009
전시/미술,은평구,은평역사한옥박물관 기획특별전 [한옥관조],2022-12-08~2023-03-19,은평역사한옥박물관 기획전시실,은평역사한옥박물관,누구나,"영유아?노인 무료/초?중?고등학생 500원/성인 1,000원",,,,https://museum.ep.go.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5594543fe4154987a7414ed3d27e4870&thumb=Y,2022.12.1,기관,2022.12.8 0:00,2023.3.19 0:00,기타,37.64040095,126.9380555,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140178&menuNo=200009
전시/미술,중구,정우원 개인전 [Watching Buddha],2022-12-08~2023-01-28,서울특별시 중구 덕수궁길 130,기타,"현대미술에 관심이 있고, 인터랙티브 작업을 좋아하시는 분",,,,,https://www.instagram.com/duson_gallery/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b879f7f045b74044bb50660600736de8&thumb=Y,2022.12.7,시민,2022.12.8 0:00,2023.1.28 0:00,기타,37.56799609,126.9739574,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140246&menuNo=200009
영화,종로구,2022년 제4회 [종로문화다양성영화제] : 올해의 영화,2022-12-08~2022-12-20,"서울특별시 종로구 경희궁1가길 7, 2층",종로문화재단,'영화'를 사랑하고 '문화다양성'을 존중하는 누구나,,,,,https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=1985,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3004ca60b59c4e029cffd759665339ee&thumb=Y,2022.12.2,기관,2022.12.8 0:00,2022.12.20 0:00,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140206&menuNo=200013
무용,노원구,춘하추동 명인명무 차수정 - 고깔 붉은 입술 '승무를 말하다’,2022-12-08~2022-12-08,노원문화예술회관 소공연장,노원문화재단,8세 이상,"전석 20,000원",,전통 원형 그대로를 보여주는 무대로 예술적 경지가 가장 높은 춤인 한국 전통춤의 백미인 승무의 진짜 몸짓을 감상,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=297,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c3e32139b0fc46c3865b78303ea940fd&thumb=Y,2022.11.11,기관,2022.12.8 0:00,2022.12.8 0:00,,37.65023586,127.0802693,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140020&menuNo=200008
클래식,중구,"퇴근길 토크 콘서트 III: 동물, 음악의 숲을 노닐다",2022-12-08~2022-12-08,서울시 중구 세종대로21길 15 (대한성공회 서울주교좌성당),서울시립교향악단,만 7세 이상,전석 1만원,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5294&calendarDate=2022/12/08&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=51feda2167da43dbb85a7666d46b3964&thumb=Y,2022.11.4,기관,2022.12.8 0:00,2022.12.8 0:00,기타,,,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=139945&menuNo=200008
콘서트,동대문구,[동대문구] 2022 동대문구 송년음악회,2022-12-08~2022-12-08,동대문구청 2층 다목적강당,동대문문화재단,홈페이지 참고,,,,,http://ddmac.or.kr/sub04/sub01.php?type=view&uid=2879,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c02560be027416ba1542bf83e56af85&thumb=Y,2022.11.24,기관,2022.12.8 0:00,2022.12.8 0:00,,37.574524,127.03965,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140106&menuNo=200008
클래식,종로구,바리톤 김성곤 피아노 함유진 듀오 리사이틀,2022-12-08~2022-12-08,세종체임버홀,세종문화회관,미취학 아동 입장불가,"R석 30,000원, S석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33722&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a10c66f206e4f2cacc8836d845b22ce&thumb=Y,2022.12.8,기관,2022.12.8 0:00,2022.12.8 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140250&menuNo=200008
전시/미술,강동구,앤서니 브라운의 원더랜드 뮤지엄展,2022-12-07~2023-02-19,복합문화공간 아트랑,강동문화재단,전체 관람가,"1인 10,000원 ※ 36개월 미만 아동 무료 입장(증빙자료 지참)",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1903&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=372b2fcaed0b4efe9e71471767548574&thumb=Y,2022.11.30,기관,2022.12.7 0:00,2023.2.19 0:00,,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140163&menuNo=200009
전시/미술,강북구,2022 삼각산아트랩 12월기획전시 동덕여자대학교 큐레이터학과 협력전 [공존의 도시] 22.12.7~23.1.31.,2022-12-07~2023-01-31,"삼각산시민청갤러리, 계단갤러리 ( 서울특별시 강북구 삼양로 595 삼각산시민청 2동 3층)",삼각산시민청,누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=bbs&bid=board2&cat=&sort=gid&orderby=asc&recnum=20&where=&keyword=&p=1&uid=2931,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a06f6b6dcef648a286f7bc09204c1fce&thumb=Y,2022.12.1,기관,2022.12.7 0:00,2023.1.31 0:00,,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140185&menuNo=200009
전시/미술,구로구,2022 구캔 갤러리 기획전 [이상한 나라의 모놀로그] 쿠나 x 700,2022-12-07~2023-01-01,서울 구로구 경인로 661 신도림 푸르지오 1차 101동 3층 구캔갤러리 1관,구로구청,누구나,"5,000원","일러스트레이터 쿠나, 일러스트레이터 700",구캔 갤러리에서 기획한 유명 일러스트 작가 전시회입니다.,,https://www.goocan.co.kr/23/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13470184&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=373cf5472a4442e58f921885dbcfc086&thumb=Y,2022.11.18,시민,2022.12.7 0:00,2023.1.1 0:00,기타,37.50904922,126.8869873,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140067&menuNo=200009
전시/미술,도봉구,평화문화진지 시민기획프로젝트 송지원 《오늘의 드로잉》,2022-12-07~2022-12-17,평화문화진지 전시실3,도봉문화재단,홈페이지 참고,,,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=817&searchkey=NAME&search_gb=&gubun=02&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=61cb32a787d548a98e4f5a37a59d6174&thumb=Y,2022.11.30,기관,2022.12.7 0:00,2022.12.17 0:00,,37.69080863,127.0472154,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140161&menuNo=200009
교육/체험,동대문구,[휘경행복도서관] '예술인문학' 도서관에서 예술을 읽다,2022-12-07~2022-12-12,서울 동대문구 장안벚꽃로 323 휘경행복도서관,동대문문화재단,홈페이지 참고,,,,,http://ddmac.or.kr/sub02/sub04.php?type=view&uid=2929,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7c962aad0fe548d4bdf3bd69fd205ec4&thumb=Y,2022.12.9,기관,2022.12.7 0:00,2022.12.12 0:00,,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140281&menuNo=200011
기타,관악구,시민과 예술가가 함께하는 [2022 기분 좋은 기부위크] 개최,2022-12-07~2022-12-10,관악아트홀 일대,관악문화재단,누구나,,,,,https://www.gfac.or.kr/html/notify/notify1_view.html?pk=1669340825496-f31482a8-b35c-4517-965e-9b191b043d22,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=85ddf289a4234afb99bc303ff68bd51f&thumb=Y,2022.12.2,기관,2022.12.7 0:00,2022.12.10 0:00,기타,37.46759765,126.9448709,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140192&menuNo=200013
