국가명,지역,사무소,구분,분야,제목,본문1,본문2,본문3,제목_현지공용어,본문1_현지공용어,본문2_현지공용어,본문3_현지공용어,출처,링크,날짜
에티오피아,동아프리카,에티오피아,수원국,거버넌스평화,"세계은행, 에티오피아에 재건지원금 3억 달러 제공","에티오피아와 세계은행은 분쟁지역의 재건과 복구를 지원하기 위해 3억 달러의 보조금을 지급하기로 합의했다고 재무부가 밝혔다. 이 자원은 기본 서비스를 지원하기 위해 설계된 활동에 자금을 조달하는데 사용될 것이다. 혜택을 받을 수 있는 서비스는 교육, 보건, 급수 및 분쟁 지역에서의 젠더 기반 폭력 생존자 지원이다. ","암하라, 아파르, 티그라이, 오로미아, 그리고 베니샹굴-구무즈가 지원 받을 예정이다.",,,"Ethiopia and the World Bank have signed a pact for a grant of $300m to assist reconstruction and recovery in conflict-hit areas, the finance ministry said.The resource will be used to finance the activities designed to support basic services. Services that stand to benefit are education, health, water supply and a special effort to support survivors of gender-based violence in conflict-hit areas.","Areas in Amhara, Afar, Tigray and the regions of Oromia and Benishangul-Gumuz are targeted to receive the funds.",,Algezeera,https://www.aljazeera.com/news/2022/5/17/ethiopia-to-get-300m-world-bank-grant-for-reconstruction,2022-05-17
에티오피아,동아프리카,에티오피아,공여국,물,인도네시아 자카르타에서 37개국 장관 식수위생에 관한 경험 공유,"이번 포럼에 정부, NGO 시민단체, UN 기관, 개발은행 및 기타 이해관계자들이 참석했다. 이번 논의는 기초 식수위생 서비스의 지속가능한 접근을 위한 SDG에 초점을 맞췄다.","이번 자카르타 포럼에서 주로 2030년까지 식수위생 서비스 목표 달성을 위한 정치적 약속, 추가 투자, 리더십, 책임에 집중한다고 전했다. 식수위생 문제 외에도 이틀간 해당 분야 장관들이 참석하는 회담이 열릴 것으로 보인다.",에티오피아를 대표해 Dereje Duguma 보건부 장관과 E.Habtamu Itefa 수자원부 장관이 이번 포럼에 참석했다. 이번 행사에 에티오피아를 포함해 37개국 70명 이상의 장관과 250명 이상의 대표단이 참석했다. 이번 포럼을 통해 에티오피아가 식수위생 업무에 대한 경험을 공유하고 다른 국가의 사례를 배울 수 있는 기회가 될 것이다. 자카르타 포럼은 '회복과 복원을 위한 더 나은 미래 구축'이라는 주제로 열렸다.,,"The forum was attended by governmental and non-governmental civic organizations, UN agencies, development banks, and other stakeholders. The discussion focused on the sustainable development goals for sustainable access to basic water, sanitation, and hygiene services.","The forum in Jakarta is said to focus primarily on political commitment, additional investment, leadership, and accountability to achieve the goals of water, sanitation, and hygiene services by 2030. In addition to the issues of water, sanitation, and hygiene, the two-day talks are expected to be held with the ministers of the sector.","Representing Ethiopia, State Minister for Health Dr. Dereje Duguma and Minister of Water and Energy Dr. E. Habtamu Itefa participated in the forum. The event was attended by more than 70 ministers and 250 delegates from 37 countries, including Ethiopia. The forum will be an opportunity for Ethiopia to share its experience in water, sanitation, and hygiene work and to gain experience from other countries. The forum is being held with the theme 'Building Forward Better for Recovery and Resilience.",Ministry of Health,https://www.moh.gov.et/site/node/345,2022-05-19
에티오피아,동아프리카,에티오피아,수원국,농촌개발,"불차 (Bulcha), 사료 생산으로 낙농사업 활성화","34세의 Bulcha Bilo(불차 빌로)는 오로미아 지역의 Tepachoroqe 워레다 출신의 낙농가다. 5년전 농장을 시작한 직후, 불차는 소들에게 충분한 사료를 공급해야하는 어려움에 직면했습니다. 좋은 날씨 조건 때문에 테파초록의 인구의 상당 부분이 소를 기르고 있어 이용가능한 목초지와 식생에 부담을 주고 있었다. ","Bulcha는 현재 농장에서 6종의 사료 품종을 재배하고 있다. 그는 재배한 씨앗을 가축 사료로 사용하고 이웃 농부에게 팔면서 수입을 두배로 벌고 있다. 2021년에는 78,000 에티오피아 비르를 위해 70kg의 알파파 사료를 팔았다. 불차의 농장에서 하루에 소 한 마리당 평균 4리터에서 6리터 가까이로 늘어났으며 불차는 우유 판매로 한 달에 약 4만 달러의 에티오피아산 비르를 번다. ","AGP-I와 일치하게 FAO는 통합 해충 관리(IPM)에 대한 기술 지원을 제공하고, 실행 기관과 소작농에게 사료 개발을 개선했다. FAO는 세계농업 및 식량안보 프로그램이 수여하는 COVID-19 영향(100만 달러에 대응하여 추가 기금을 포함하여 400만 달러의 보조금을 받고 에티오피아에서 프로그램을 시행하고 있다. ",,"Bulcha Bilo, 34, is a dairy farmer from Tepachoroqe Woreda in the Oromia region. Soon after starting the farm five years ago, Bulcha faced a challenge of getting  sufficient feed for the cattle. Due to favorable weather conditions, a significant proportion of the population in Tepachoroqe are keeping cattle, which has put pressure on the available pasture and vegetation.","Bulcha now grows six forage varieties on his farm. He gets double benefits from the  forage production – nutritious feed for his ten cattle and forage seeds that he sells to  fellow farmers. In 2021, he sold 70 kg of alfalfa fodder for Ethiopian birr 78 000  (USD 1,500). In addition, Bulcha is pleased about the increased milk production  on his farm, from an average of four to six liters per cow per day. Moreover, the cattle  are healthy, growing fast, and are rarely sick. Bulcha makes about Ethiopian birr 40 000  (USD 775) per month from milk sales","In alignment with the AGP-I, FAO provided technical support in integrated pest management (IPM) and improved forage development to implementing institutions and smallholder farmers. FAO is implementing the Programme in Ethiopia with a USD 4 million grant, including the additional funding in response to the COVID-19  impact (USD 1 million) awarded by the Global Agriculture and Food Security Program.",FAO in Ethiopia,Forage production boosts Bulcha’s dairy farming enterprise  | FAO in Ethiopia | Food and Agriculture Organization of the  United Nations,2022-05-19
에티오피아,동아프리카,에티오피아,수원국,물,"IRC WASH 에티오피아, 남부 아리 지역 변화를 위한 지역 전체 접근 프로젝트 착수","IRC WASH 에티오피아는 남아리 워레다에서 이전 작업을 기반으로 한 변화를 위한 어젠다라는 새로운 프로젝트를 시작했다. IRC WASH 에티오피아는 2017년부터 지속가능한 WASH 시스템 학습 파트너십(SWS)에 따라 남아리 워레다를 지원했다. 5년간의 SWS 실행 기간 동안 워레다 내 WASH 담당자들은 수십번의 학습 동맹 회의를 진행했고, WASH SDG 마스터플랜을 개발했다. 2030년 까지 워레다내 기초 WASH 서비스를 달성하기 위하여 마스터플랜은 기존 인프라를 유지하는데 필요한 것이 무엇인지 이해하며 새로운 WASH 기반구조와 상세한 수명주기 비용을 파악했다.",마스터플랜 시행 및 목표 달성을 위해 14억 1천만 ETB (약 2690만불)이 필요하다. 변경과제 지역단위 접근사업은 역량강화 및 지역 WASH 시스템 강화를 통해 워레다 담당자가 마스터플랜을 이행할 수 있도록 지원하는 것이 목적이다. 지역 전체 접근 프로젝트는 에티오피아 7개 워레다 및 국가 수준에서 시행하면서 에티오피아와 르완다에서 IRC WASH와 WaterAid가 시작했다.,"남아리 워레다와 남오모 지역 WASH 부문 대표들과 남아리 워레다 지역장이 참석하면서 2022년 4월 27일 Jinka에서 프로젝트 착수회를 개최했다. 착수회에서 정부, WASH NGO 및 지역사회 간의  통합 필요성이 강조됐다. Azmera Wudneh 남아리 워레다 지역장에 따르면, 이 사업은 정부, NGO, 지역사회의 통합하려는 노력과 워레다 식수위생 상황 개선에 좋은 기회라고 전했다. Workineh Kerma 남오모 지역 수도광산에너지실장은 이 사업이 현대적 계획, 모니터링, 보고 시스템을 통합적으로 만들 수 있는 기회가 될 것이라고 말햇다.",,"IRC WASH Ethiopia launched a new project under Agenda for Change intended to build on previous work in South Ari Woreda. IRC WASH Ethiopia has supported South Ari Woreda since 2017 under the Sustainable WASH Systems Learning Partnership (SWS). During the five-year implementation of SWS, WASH actors in the woreda conducted dozens of learning alliance meetings and developed a WASH SDG master plan. To achieve at least basic WASH service in the woreda by 2030, the master plan identified new WASH infrastructure needed and detailed life-cycle costs to understand what is needed to maintain the existing infrastructure.","To implement the master plan and achieve the goals, ETB 1.41 billion (USD 26.9 million) is needed. The Agenda for Change district-wide approach project is aimed at supporting the woreda WASH actors in implementing the master plan through capacity building and strengthening the local WASH systems. The district-wide approach project is being rolled out in Ethiopia and Rwanda with IRC WASH and WaterAid starting their implementation in seven identified woredas and at the national level in Ethiopia.","The project launch was held in Jinka on April 27, 2022, in the presence of South Ari Woreda and South Omo Zone WASH sector office representatives and the South Ari Woreda Head. The need for integration between government, NGOs working in WASH, and the community underlined the event. According to the South Ari Woreda Head, Azmera Wudneh, the project is a good opportunity to integrate the efforts of government, NGOs, and the community and improve the woreda’s WASH status. South Omo Zone’s Water, Mine and Energy Office Head, Workineh Kerma, said that the project will create an opportunity for modern planning, monitoring, and reporting systems in an integrated manner.",IRC WaSH Ethiopia,IRC WASH Ethiopia launched Agenda for Change district-wide approach project in South Ari Woreda :: IRC,2022-05-19
에티오피아,동아프리카,에티오피아,수원국,기타,"에티오피아 정부, 외국제조기업 현지 시장 공급 허가","에티오피아에 진출한 외국계 제조업체들은 허가받은 수출업체로서 누렸던 인센티브를 포기할 의사가 있다면 국내시장에 제품을 공급할 수 있다고 산업부는 발표했다. 외국인 소유 생산자에게 국제 새장에만 제품을 공급하도록 하는 이 법에서 벗어나는 것은 에티오피아가 지난 회계 연도에 140억 달러에 달하는 수입증가를 대체하기 위함이다. ""생산자가 현지 납품업체에 제품을 판매하려면 해외에서 투입물을 수입할 때도 세금을 내야하고 수출자로서 면세 혜택을 받지 못한다.""","에티오피아의 미국 시장 진출에 대한 면세가 무산된 후 외국계 기업들이 존속하기 어려워지자 정부가 수출 촉진, 특히 섬유 부문에서 수입을 대체하는 방향으로 전환하면서 취해진 조치이다. 세계 의류시장도 코로나 팬데믹으로 전세계 공장의 생산성이 둔화되면서 경쟁이 치열해지고 있다. Shisema Gebreselassie 산업부 인프라자원 차관은 수입대체에 더욱 중점을 두고 있다고 인정하면서, 새로운 조치가 시행되고 있으며 외국인의 국내 시장 공급을 허용하는 한편 국내 생산자에게 피해를 주지 않도록 집중하고 있다고 전했다.","산업단지 내 공장들이 지난 9개월 동안 1억 2,200만 달러의 제품을 국내 시장에 공급했다. 군수품, 특히 군복과 신발이 가장 큰 비중을 차지했으며, 지난 2년 동안 외국 기업들이 공급했다. ""수입 대체품은 현지 수요를 충족시키는 열쇠이다. 섬유분야만 보면, 수입에 의존하는 소비사 수요의 80%를 충족하는데 도움이 될 것""이라고 Sandokan Debebe 산업단지개발공사 CEO가 말했다.",,"Foreign-owned manufacturers operating in Ethiopia can supply their products to the local market if they are willing to forgo the incentives they enjoyed as a licensed exporter, the Ministry of Industry said. The departure from the law, which dictates foreign-owned producers to only supply their products to the international market, is intended to help the country substitute its growing imports, which are valued at USD 14 billion dollars in the last fiscal year. “If producers want to sell their products to local suppliers, they are also required to pay taxes when they import inputs from abroad, and will not get duty free privileges as an exporter,”","It is a measure taken as the government shifts to substitute imports from export promotion, especially in the textile sector, as foreign-owned companies struggle to stay afloat, after Ethiopia lost duty free access to the US market. The global apparel market is also seeing stiff competition after being hit by the coronavirus pandemic, which has slowed productivity of factories across the world. Admitting more emphasis is given to import substitution, Shisema Gebreselassie, State Minister for Infrastructure and Resources at the Ministry of Industry, says the new measure is under implementation and attention is being given not to harm local producers, while it allows foreigners supply to the domestic market.","Factories operating inside industrial parks supplied USD 122 million worth of products to the local market in the last nine months. The lion’s share of the products are military supplies, particularly outfits and shoes for the army, which used to be supplied by foreign companies in the last two years. “Import substitution is a key to satisfy the local need. In the textile sector alone, it will help us satisfy 80 percent of consumer demands, which rely on imports,” said Sandokan Debebe, chief executive officer of Industrial Parks Development Corporation (IPDC).",The reporter news,https://www.thereporterethiopia.com/article/govt-permits-foreign-owned-manufacturers-supply-local-market,2022-05-21
에티오피아,동아프리카,에티오피아,수원국,거버넌스평화,"유엔, 에티오피아 티그라이 분쟁지역에 진입한 구호 트럭 역대수치 기록","지난 한 주 동안 에티오피아 티그레이 지역에 구호 트럭 219대와 유전선이 도착해 2021년 6월 ㅇ후 일주일 만에 최대치를 기록했다고 유엔(UN) 인도주의자들이 밝혔다.  유엔 인도주의업무조정국(OCHA)은 ""지난 4월초 구호물자 수송대가 재개된 이후 티그레이 지역에 약 1만 5500톤의 식량원조가 반입돼 45개 우선구역에 배포되고있다""고 밝혔다. ""그러나, 필요한 모든 사람들에게 접근가능한 서비스를 제공하기 위해서는 적어도 6만 8천톤이 더 필요하다""고 덧붙였다.","구호물자를 실은 트럭 2019대와 연료유조선 1대가 티그라이에 진입했지만 인도주의 기관들은 여전히 이 지역에 고립된 사람들을 위한 현금, 연료, 물자가 부족하다고 보고했다. 유엔 파트너들은 여전히 수요가 높은 인근 아파르와 암하라 지역의 사람들을 계속 돕고 있다. OCHA는 아파르 2존에서 최근 진행한 평가에 따르면 일부 국내 피난민들 사이에서 극도로 우려되는 수준의 영양실조가 발견되었다고 말했다.   구호 단체들은 심각한 영양실조와 합병증을 앓고 있는 어린이들을 치료하기 위해 이 지역에 두 개의 안정화 센터를 설립했다고 밝혔다. 지난 2월 말 부터 845,000명 이상의 사람들이 아파르애서 식량 지원을 받았다. 지난 주, 100,000명 이상의 사람들이 식수 트럭으로 혜택을 받았다. ","OCHA에 따르면, 암하라 지역에서만 지난 12월 말 부터 1040만 명 이상의 사람들이 식량지원을 받았다. 세계보건기구와 협력국들은 또한 에티오피아 남부 지역의 기록적인 가뭄에 대응하고 있다. ",,"During the past week, 319 relief trucks and a fuel tanker reached Ethiopia’s Tigray region, the highest number in a single week since June 2021, United Nations (UN) humanitarians said.  “Since aid convoys resumed at the start of April, around 15,500 metric tonnes of food aid have been brought into the Tigray region and are being distributed in 45 priority districts,” the UN Office for the Coordination of Humanitarian Affairs (OCHA) said. But to reach all those in need, at least 68,000 tons more are required.","Although the 319 trucks loaded with aid cargo and one fuel tanker entered Tigray, humanitarian agencies still report a shortfall of cash, fuel and supplies for the beleaguered in the region, the office said. The UN and partners continue to assist people in the neighbouring Afar and Amhara regions, where needs also remain high. The OCHA said that in Afar’s Zone 2, a recent assessment found extremely worrying levels of malnutrition among some internally displaced people.  Aid partners established two stabilisation centres in the zone for treating children with severe acute malnutrition and medical complications, the office said. More than 845,000 people have received food assistance in Afar since late February. In the past week, more than 100,000 people benefitted from the trucking of clean water.","In Amhara, more than 10.4 million people have received food assistance since late December, OCHA said. The world body and partners are also responding to the severe drought to hit the area, affecting more than eight million people, especially in southern regions of Ethiopia.",Borneo Bulletin,https://borneobulletin.com.bn/record-number-of-aid-trucks-into-ethiopias-tigray-region-un/,2022-05-22
에티오피아,동아프리카,에티오피아,국제기구,농촌개발,"USAID, 에티오피아 가뭄대응에 2백만 달러 기여",미국 국제개발청(USAID)의 인도적 지원국(BHA)은 에티오피아의 식량농업기구(FAO)의 가뭄 대응에 2백만 달러를 기여했다,"2022년 4월부터 12월까지 ""에티오피아의 소말리 지역 가뭄 완화를 위한 긴급지원"" 프로젝트를 통해 FAO는 약 7,000명의 취약한 목가 가정에 3개월동안 두 마리의 핵심 사육 소를 먹일 수 있는 보조 동물 사료를 제공하고 있다. 이에 더해, FAO는 수혜자들에게 기본적인 동물 사육과 사료 관리에 대한 교육을 진행하고 있으며 가구당 약 80달러의 현금 이체를 제공하고 있다.","현금 지원은 가뭄에 영향을 받은 목가 가구들이 다른 즉각적인 요구를 충족시킬 수 있게 해줄 것이며, 특히 빈곤 기간 동안 부정적인 대처 전략에 의존하는 의험을 줄일 것이다. 이 사업은 또한 리더십 강화, 정보 확산 개선, 조정 개선 등을 통해 가뭄에 대한 농업 생계 관련 대응의 실효성을 강화하고 있다. 또한, FAO는 데이터 수집과 정보 확산을 개선하기 위해 가뭄에 초점을 맞춘 전용 조정 및 모니터링 시스템을 개발하고 있다. ",,The United States Agency for International Development (USAID)’s Bureau for  Humanitarian Assistance (BHA) has contributed USD 2 million to the Food and  Agriculture Organizations (FAO)’s drought response in Ethiopia. ,"Through the April – December 2022 ""Emergency support to mitigate the effects of drought in Somali region of Ethiopia"" project, FAO is providing about 7 000 vulnerable pastoral households with supplementary animal feed, adequate to feed two core-breeding cattle for three months. In addition, FAO is training the beneficiaries on basic animal husbandry and feed management. The Organization is also providing the targeted households with a cash transfer of about USD 80 per household. ","The unconditional cash transfer will enable the drought-affected pastoral households to meet other immediate needs, mitigating the risk of resorting to negative coping strategies, especially during the lean period. The project is also strengthening the effectiveness of agriculture and livelihood-related responses to drought through enhanced leadership, better information dissemination, and improved coordination. It is developing a dedicated  drought-focused coordination and monitoring system for improved data collection and information dissemination. ",FAO in Ethiopia,USAID contributes USD 2 million to FAO's drought  response in Ethiopia | FAO in Ethiopia | Food and  Agriculture Organization of the United Nations,2022-05-23
에티오피아,동아프리카,에티오피아,수원국,거버넌스평화,"에티오피아, 암하라 지역 진압에 4천명 체포","에티오피아 당국은 암하라 북부 지역에서 4,000명 이상의 사람들을 체포했다고 현지 관영 언론이 민병대 대원에 대한 광범위한 탄압의 일환으로 보도했다. 기자츄 물루네(Gizachew Muluneh) 암하라 지방정부 대변인과 레게쎄 툴루(Legesse Tulu) 연방정부 대변인은 체포동의안에 대한 노편 요청에 즉각 응하지 않았다. 데살레그네 타슈(Desalegne Tasew) 암하라주 보안관은 암하라 미디어 코포레이션에 용의자 중 200명 이상이 살해 혐의로 기소 됐다고 밝혔으며 나머지 사람들은 왜 구금되고 있는지 분명하지 않다.  ","암하라는 에티오피아에서 두번째로 인구가 많은 지역이며, 아비 아흐메드 총리의 주요 선거구이다. 2020년 티그레이 북부에서 전투가 벌어졌을 때, 암하라 군과 파노(Fano) 민병대는 아비 연방군을 지원했지만, 일부 암하라 고위 관리들과 중앙 정부 사이의 관계는 악하되었다.",,,"Ethiopian authorities have arrested more than 4 000 people in the northern Amhara region, local state media said, as part of a wider crackdown against militia fighters, critics and the press. Gizachew Muluneh, spokesperson for the Amhara regional administration and federal government spokesperson Legesse Tulu did not immediately respond to requests for comment on the wave of arrests. More than 200 of the suspects are accused of killings, Amhara state security official Desalegne Tasew told the Amhara Media Corporation, accusing them of conducting “illegal activities” in the name of the Fano paramilitary group. It was not clear why the rest were being detained.","Amhara is the second-most populous region in Ethiopia, and a key constituency for Prime Minister Abiy Ahmed.  Amhara forces and the Fano militia backed Abiy’s federal troops against rebellious forces in northern Tigray when fighting erupted there in 2020, but relations between some top Amhara officials and central government have since soured.",,SABS NEWS,https://www.sabcnews.com/sabcnews/ethiopia-arrests-4-000-in-amhara-region-crackdown-local-state-media-report/,2022-05-23
에티오피아,동아프리카,에티오피아,수원국,보건,"노르웨이, 보건분야에서 에티오피아와의 파트너십 강화 약속",보건부 장관 리아 타데세 박사는 제75차 세계 보건 총회에서 노르웨이 보건 및 의료 서비스부 장관 INGvild Kjerkol을 만나 보건 분야에서 에티오피아와 노르웨이의 파트너십을 구축하는 방안에 대해 논의했다. INgvild Kjerkol 장관은 보건 및 관련 협력 분야에서 에티오피아와 파트너십을 강화하겠다는 노르웨이의 약속을 표명했다.,"이들은 e-건강에 대한 파트너십 강화, 연구 역량 강화, 지식 및 경험 교류, 분쟁의 영향을 받는 지역사회 지원 등에 협력하기로 합의했다",,,"Ministry of Health, Dr. Lia Tadese met with Minister of Health and Care Services of Norway, INgvild Kjerkol in the margins of the 75th World Health Assembly. The two discussed ways of establishing partnership between Ethiopia and Norway in the health sector. INgvild Kjerkol expressed commitment of Norway to enhance partnership with Ethiopia in the health and related areas of cooperation.   ","They agreed to collaborate in strengthening partnership on e-health, building capacity in research, exchanging knowledge and experience and supporting the communities affected by the conflict. ",,FBC,https://www.fanabc.com/english/norway-pledges-to-enhance-partnership-with-ethiopia-in-health-sector/,2022-05-26
엘살바도르,중남미,엘살바도르,수원국,거버넌스평화,El Salvador: Evidence of Serious Abuse in State of Emergency,"Human Rights Watch와 중미 인권단체 Cristosal에 따르면, 엘살바도르 정부가 2022년 3월 27일 비상사태를 선포한 이후 발생한 심각한 인권침해에 대한 증거가 점점 많아지고 있음.","2022년 3월 25일부터 엘살바도르 경찰과 군인들은 수십 건의 급습을 실시하여 수천 명의 사람들을 체포했으며, 이는 특히 저소득 지역에서 이루어짐. 목격자들은 대부분의 경우 경찰과 군인들이 구금을 정당화하기 위한 체포 영장을 제시하지 않았고, 구금 사유를 밝히지 않았다고 증언함. 경찰들은 갱단과 관련된 증거로 사람들의 몸에 문신이 있는지 찾아보기도 함. 치안당국은 재판 전에 소셜 미디어에 수감자들의 사진을 게시하여 갱단 또는 ""테러리스트""라고 공개적으로 비난했으며, 일부 목격자들은 경찰이나 군인들이 수감자들을 때렸다고 밝힘. ","대부분의 수감자 가족들은 구금된 가족의 행방을 알 수 없었다고 증언함. 권한당국이 구금된 사람의 소재를 숨기거나 구금 사실을 인정하지 않을 경우, 구금 기간에 상관없이 이는 강제 실종에 해당함. 강제 실종은 국제법 상 금지되었으며, 엘살바도르의 비상사태 하에서도 동일하게 금지되는 사항임. 또한, Human Rights Watch와 Cristosal은 비상사태 시 구금된 수감자 중 2명의 사망자가 발생했으며, 엘살바도르 언론에 따르면 3명의 사망자가 추가적으로 발생함. 한편, 많은 수감자들은 불법 단체에 속한 협의로 조사를 받고 있는 것으로 나타남. Human Righst Watch의 ” Taraciuk Broner는 이러한 인권침해를 막기 위해서는 엘살바도르가 비상사태를 종료하고, 정당한 법 절차를 거칠 권리를 보장하고, 판검사의 독립성을 존중하는 것이 필요하다고 밝힘.",,"There is mounting evidence that El Salvadoran authorities have been committing serious human rights violations since adopting a state of emergency on March 27, 2022, Human Rights Watch and Cristosal said today.","Since March 25, police and soldiers have conducted dozens of raids, particularly in low-income neighborhoods, arresting thousands of people. In most cases, witnesses said security agents did not show an arrest warrant to justify the detention, nor did they indicate why people were being detained. In some cases, officers allegedly searched for tattoos on people’s bodies when detaining them, presumably for evidence of gang affiliation. Also, the security forces later posted the photographs on social media, publicly accusing the detainees of being gang members or “terrorists” before they were taken before a judge. Some witnesses said that police or soldiers hit people as they were detained. ","Relatives of detainees typically said they were not informed of the whereabouts of their loved ones. When authorities refuse to acknowledge a detention or conceal the whereabouts of a person taken into custody, no matter for how long, it constitutes an enforced disappearance, which is prohibited under international law, even during states of emergency. Also, Human Rights Watch and Cristosal documented two cases of people detained during the state of emergency who died in custody. Salvadoran media outlets have reported three additional cases. Many detainees appear to be under investigation for the crime of “belonging to an unlawful association.” “The way to prevent these abuses is to end the state of emergency, ensure due process rights, and respect the independence of judges and prosecutors,” Taraciuk Broner said",Human Rights Watch 웹사이트,https://www.hrw.org/news/2022/05/02/el-salvador-evidence-serious-abuse-state-emergency,2022-05-02
엘살바도르,중남미,엘살바도르,공여국,과학기술혁신,"미국 국제개발처(USAID), 엘살바도르 기업 및 벤처사업을 위한 혁신 이니셔티브 발표",USAID는 엘살바도르의 플라스틱 분야 선두기업 Ternova와 함께 엘살바도르 기업 및 벤처의 혁신을 촉진하기 위한 이니셔티브를 발표함. 해당 이니셔티브는 20개의 영세 중소기업과 10개의 기업의 매출 상승 및 고용 창출을 목표로 함.,"이번 USAID와 Ternova의 협력으로 혁신 이니셔티브 및 전략, 디지털 마케팅, 교육이 지원될 것이며, 이를 통해 수혜 기업들이 신상품 및 서비스 개발을 통해 향후 18개월 간 100개 이상의 신규 일자리를 창출하고, 210만 불 이상의 매출을 달성할 것임. 또한, 혁신적인 아이디어와 함께 사업을 지속할 역량이 있는 10개의 기업들은 해당 아이디어 사업화까지 지원받을 계획이며, 잠재적 투자자 대상 사업 발표회에도 참여할 예정임.",엘살바도르 일간지 Diario El Mundo는 이번 이니셔티브가 기술 기반 비즈니스 지원을 통해 엘살바도르의 혁신 및 창업 생태계를 강화할 것으로 기대된다고 언급함.,USAID launches innovation initiative for salvadoran companies and ventures,"The United States Agency for International Development (USAID) and the company Ternova (a private company leader in the El Salvador’s plastic industry) launched an initiative to promote innovation in Salvadoran companies and ventures. This initiative seeks that 20 micro, small and medium enterprises (MSMEs) and 10 enterprises increase their sales and create more jobs.","The alliance will promote innovation initiatives and strategies, digital marketing, and training for the enterprises and entrepreneurs to develop new products or services that generate at least 100 jobs and sales of $2.1 million in 18 months. For entrepreneurship, 10 innovative ideas with the capacity to become sustainable businesses will be supported, from their initial idea to their launching. The process will conclude with a round of presentations to potential investors.",This alliance is expected to strengthen the country's innovation and entrepreneurship ecosystem by betting on creating businesses where technology plays a fundamental role.,일간지 Diario El Mundo 웹사이트,https://diario.elmundo.sv/economia/usaid-y-ternova-lanzan-iniciativa-de-innovacion-para-empresas-y-emprendimientos-salvadorenos  https://sv.usembassy.gov/es/lanzan-iniciativa-para-fomentar-la-innovacion-empresarial/,2022-05-04
엘살바도르,중남미,엘살바도르,수원국,기타,2022년-2023년 기초 곡물 생산량 29% 감소할 것으로 예측,"엘살바도르 중소농업인회의(CAMPO)는 2022-2023년 동안의 농업 사이클을 예측함. 해당 예측에 따르면 동 기간 기초곡물의 생산량은 2,020백만 킬로그램(kg)로 예상되며, 이는 2021-2022년에 생산된 2,860백만 킬로그램에 비해 29% 감소한 수치임.","더불어 CAMPO는 2022-2023년에 옥수수 1,500백만 킬로그램, 수수 220백만, 콩 220백만, 쌀 760만 킬로그램을 수확할 것으로 예상함. 파종은 6월 첫째 주에 시작될 예정임.","CAMPO 회장 Luis Treminio는 곡물 생산량 감소가 농업을 위해 필요한 투입물의 가격 상승과 연관이 있다고 말하며, 엘살바도르 국회가 기초농업생산, 전략적 공익에 대한 주권 및 엘살바도르 국민에게 식량공급을 보장하는 거버넌스를 확립할 것을 요청함.",Salvadoran farmers predict a 29% decrease in the production of basic grains in 2022-2023 ,"The Salvadoran Chamber Association of Small and Medium Agricultural Producers (CAMPO) presented their  projections for the 2022-2023 agricultural cycle and foresees a production of 20.2 million quintals of basic grains, 8.4 million less (equivalent to -29%) in relation to 28.6 million quintals produced in the previous period 2021-2022.","The union estimates that 15 million quintals of corn, 2.2 million of sorghum, 2.2 million of beans and 760,000 of rice will be obtained. Planting is scheduled to start the first week of June.","The president of CAMPO, Luis Treminio, relates the fall to the rise in the prices of agricultural inputs and asked the Legislative Assembly to “declare basic agricultural production and sovereignty of strategic public interest and governance that guarantees food supply to the Salvadorans”.",일간지 El Economista 웹사이트,https://www.eleconomista.net/actualidad/Agricultores-salvadorenos-vaticinan-disminucion-de-29--en-produccion-de-granos-basicos-20220504-0015.html,2022-05-04
엘살바도르,중남미,엘살바도르,수원국,교육,"엘살바도르 교육부, 산하신토(San Jacinto) 지역 특수교육학교에 컴퓨터 지원","엘살바도르 교육부는 이번 컴퓨터 지원은 국가 내 디지털 격차를 해소하고, 특수교육 대상 학생들을 포용하는 정부 노력의 일환이라고 설명함.","이번 지원을 통해 초등학교 4학년부터 고등학교 재학생까지 공립특수학교 30곳의 장애학생 2,440 명에게 특수 컴퓨터가 지원될 예정이며, 해당 컴퓨터의 가격은 400불에서 1,800불 사이임.","더불어, 난독증을 겪는 학생들 대상으로 지원된 노트북은 텍스트를 오디오로 변환하는 펜이 장착되어 있으며, 금번 지원된 컴퓨터는 행동 장애 학생들의 학습 자율성을 향상시킬 수 있을 것임.",The Ministry of Education delivers computers to students at the  Special Education  School of  San Jacinto,The Minister of Education said that this is an effort by the Salvadoran government to reduce the digital gap that exists in the country and to include students with special abilities.,"The specialized computers cost between $400 and $1,800 and will be delivered to 2,440 students with disabilities, from fourth grade to high school, from the 30 Special Education Schools of the country's public education sector.","Similarly, the laptops that will be used by students with dyslexia include reading pens that transform texts into audio. In the case of students with motor disabilities, computers will allow them to advance in their autonomy to improve their learning development.",일간지 Diario La Página 웹사이트,https://lapagina.com.sv/nacionales/mined-entrega-computadoras-a-estudiantes-de-la-escuela-de-educacion-especial-de-san-jacinto/,2022-05-09
